漢字	同音同調	同音異調	近音同調	近音異調	同部首同筆畫數
莢	浹戛頰夾挾	嘉架假夏鉀加葭稼傢甲迦駕價痂賈袈夾茄豭嫁佳胛家	狎暇俠轄霞斜柙挾峽匣洽狹黠遐呷瑕	恰洽下暇卡蝦嚇夏廈瞎	莖荸荻莒荼莓莞莽莘荷莆莧莠莎莊莫莉
莖	驚涇粳睛鯨精更荊菁兢經晶旌京	竟頸景靖井痙競淨勁警靜鏡徑憬敬阱璟逕境	青欣鋅心馨芯矜蜻筋襟傾觔鯖侵訢欽巾興新金親津卿禁莘輕惺薪嶔斤浸星辛氫腥頃猩昕今清	邢信燼芯秦情刑傾縉謹磬噙沁陘省琴進芹醒興慶幸噤親儘形覲倖撳頃錦近硎罄擎勁行擒禽瑾檠型晴性盡饉晉勤緊僅禁寢浸杏尋釁悻姓請	荸荻莒荼莓莞莽莘荷莆莧莠莢莎莊莫莉
莽	蟒	芒茫盲杗氓忙		燜們懣悶門捫	莖荸荻莒荼莓莞莘荷莆莧莠莢莎莊莫莉
莫	默沒秣漠陌膜磨末寞脈貊墨茉歿驀沫	磨摹模摩摸抹糢麼蘑謨魔膜			莖荸荻莒荼莓莞莽莘荷莆莧莠莢莎莊莉
莒	咀舉沮齟矩	炬苣颶具桔巨疽鉅劇倨遽屨距俱狙侷掬聚據懼踞瞿橘蛆跼車駒拘局句菊鋸沮足鞠拒居	齲娶煦曲取咻栩許	敘絮蓄璩徐圈鬚砠曲需區渠勗驅續噓序趨嶇墟胥去恤畜娶洫劬酗婿趣麴瞿吁卹漆戌蛆須屈緒頊訏蛐軀虛衢旭	莖荸荻荼莓莞莽莘荷莆莧莠莢莎莊莫莉
莊	妝樁裝	壯撞奘狀	屯諄尊肫遵樽	準圳准俊撙	莖荸荻莒荼莓莞莽莘荷莆莧莠莢莎莫莉
莓	眉楣玫沒煤湄梅枚媒霉黴	每媚袂鎂妹沬瑁魅美寐昧			莖荸荻莒荼莞莽莘荷莆莧莠莢莎莊莫莉
莉	栗儷麗礫礪唳痢歷靂力慄立溧蒞癘壢戾曆琍吏笠粒例利厲釙荔欐俐酈隸蠣勵瀝鬲	禮喱澧醴麗犁哩鯉犛貍籬黎娌璃浬釐離理驪邐李鋰梨狸裡罹裡漓蠡蜊俚	暱泥睨膩溺匿逆	妮尼泥霓呢你擬倪怩妳旎	莖荸荻莒荼莓莞莽莘荷莆莧莠莢莎莊莫
莠	幼黝鼬誘宥右柚祐牖有侑友酉又囿佑釉	游黝由牖郵友疣又尤優憂幼幽猶猷攸遊鼬誘宥油悠右柚祐鈾有侑酉囿佑魷釉	要夭耀咬杳舀鷂樂窈鑰藥拗曜	要喲淆耀夭崤咬杳謠瑤僥窈鑰堯搖洮邀吆舀鷂榣腰樂餚姚麼遙餚窯藥拗妖曜爻	莖荸荻莒荼莓莞莽莘荷莆莧莢莎莊莫莉
荷	蓋嚇盍貉禾曷盒閡褐閤鶴賀嗑合郃河和翮紇喝闔核暍赫劾郝何涸	蓋嚇訶盍貉禾曷盒閡褐閤鶴賀呵嗑合河郃翮和喝紇闔核暍赫劾郝何涸			莖荸荻莒荼莓莞莽莘莆莧莠莢莎莊莫莉
荻	鏑迪的犒嘀翟狄滌笛芽敵嫡	滴低締底帝的地蒂第氐牴娣砥遞諦弟柢棣邸抵詆	題堤蹄啼隄緹提	悌屜體剃嚏剔涕梯踢替銻逖惕	莖荸莒荼莓莞莽荷莘莆莧莠莢莎莊莫莉
荼	徒凸余塗酴屠突圖途	禿土兔吐菟	髑瀆櫝讀犢黷牘毒獨	杜蠹堵睹篤賭度鍍嘟渡肚都督妒	莖荸荻莒莓莞莽荷莘莆莧莠莢莎莊莫莉
莆	葡樸濮俯釜府撫腑釙腐樸蹼頫斧輔甫父脯菩蒲璞僕匍	氟縛匐埔馥覆附膚鈇複夫蝠誧紼扶溥暴芾幅噗紱袱賻傅付拂涪赴彿僕服撲撲賦芙俘訃普富圃阜孚弗輻福腹浮伏符菔鋪副復敷浦怫孵婦趺咐父麩譜瀑曝負駙伕	唬琥許虎	瓠壺鬍蝴鵠斛惚戲呼戶滬沍楛護狐互胡湖囫葫扈弧瑚乎忽糊	莖荸荻莒荼莓莞莽荷莘莧莠莢莎莊莫莉
莧	現僩霰峴腺餡羨憲獻限蜆陷縣線	纖涎顯嫌銑舷銜暹啣鹹秈癬嫻險祆姍閒閑絃鮮鹹仙弦蜆掀先賢蘚	件檻劍健僭見艦漸毽諫濺踐監箭間閒薦腱建鍵餞鑑鑒澗賤薦	箋縑兼姦韉漸殲奸囝艱柬檢簡濺減筧監間肩尖湔剪鹼瞼繭堅菅緘撿揀儉煎	莖荸荻莒荼莓莞莽荷莘莆莠莢莎莊莫莉
處	矗畜黜儲絀杵礎楮怵褚歜楚觸	矗齣出畜黜鋤儲除絀杵礎跦楮廚怵褚雛櫥歜躇楚觸初芻	鏃趨錯促卒槭蹴蹙簇醋趣	粗鏃趨錯促卒槭蹴蹙簇醋趣	彪
彪	鏢鑣膘標杓	表錶鰾婊			處
蛇	姨咦飴誼迤栘移夷彝遺沂宜頤舌疑怡甚貽訑什胰圯儀一痍	攝漪蟻藝屹肄軼刈誼涉囈葉迤賒縊拾以逸設佾已溢劓醫疫捨捨赦噫乙懿鎰毅揖義迆邑億液役佚易歙羿倚麝尾弋裔蜴椅壹奢驛弈旖譯帟翌異益偯臆亦艾腋曳社咿議詣意伊繹憶掖浥翳矣奕一射翼抑衣依		澀穡瑟嗇圾色塞	蛉蚯蛋蚶蛀蚵蛄蚱蛆
蛀	鑄住箸杼助註苧駐柱注佇祝	主軸築朱諸茱矚銖囑朮築屬燭煮渚竹竺拄藷侏硃誅蛛貯躅逐豬珠株		詛卒租祖俎足組阻族嗾	蛉蚯蛋蚶蚵蛄蛇蚱蛆
蚶	和鼾酣	憾悍旱頜含函韓漢榦汗頷涵銲翰撼罕捍瀚喊寒焊	番蕃繙翻幡帆	氾犯範泛梵礬販反藩汎蕃樊墦凡飯煩范釩繁返帆	蛉蚯蛋蛀蚵蛄蛇蚱蛆
蛄	菰咕孤鴣辜鈷沽估姑呱家	凸鵠雇罟賈鼓穀顧估僱故轂股告谷滑牯蠱瞽錮古詁鈷固骨	骷窟枯哭	苦庫楛褲酷	蛉蚯蛋蚶蛀蚵蛇蚱蛆
蚵	軻哦毫濠稞蠔嚎貉蛾嗥柯峨瞌鶴俄訛壕棵磕額娥科窠刻苛鵝顆豪蝌號	愕詻鱷課渴鍔剋皓髁咳婀殼扼顥好耗厄昊嗑遏浩軛俄啞噩惡溘恪客呃坷鄗顎可蒿喀鎬郝緙克鄂阿餓刻號涸萼堊	篌芣猴哥歌戈疙侯擱割胳鴿喉	厚咯否後箇蛤鎘吼堠隔膈閣閤葛後郃格各鱟骼逅個鉻革缶候鬲	蛉蚯蛋蚶蛀蛄蛇蚱蛆
蛆	趨嶇疽瞿屈圈車俱駒砠拘狙曲區蛐軀沮鋸驅居	苣炬颶具桔巨取鉅璩倨劇遽屨距俱曲侷掬聚渠據齟去娶咀莒舉劬懼趣麴踞瞿漆橘跼齲局句菊鋸沮足衢鞠拒矩	疽圈鬚俱砠狙曲區需驅噓嶇趨胥墟吁瞿戌須屈訏車駒拘蛐軀虛鋸沮居	颶桔巨蓄璩許劇倨屨距煦俱渠齟續去莒娶恤舉洫懼劬瞿漆橘跼齲頊局沮拒炬苣敘絮具取鉅遽徐曲聚侷掬據勗咻序畜咀婿酗趣踞麴卹緒菊句鋸足鞠衢栩旭矩	蛉蚯蛋蚶蛀蚵蛄蛇蚱
蛋	誕氮淡石旦擔憚彈但澹啖啗	簞丹擔耽撢單膽疸	炭探歎碳嘆	毯覃曇袒痰潭罈彈譚貪坍談探灘攤檀坦癱壇	蛉蚯蚶蛀蚵蛄蛇蚱蛆
蚱	乍搾柵炸搾詐砟吒咋	紮查閘眨炸喳札扎渣		紮雜咱偺砸匝	蛉蚯蛋蚶蛀蚵蛄蛇蛆
蚯	丘邱龜秋鞦鰍	仇毬酋泅求裘球梂囚	教啾蹺姣驕糾嬌焦詨揪鳩椒交蕉礁澆跤敲撬郊鮫膠橇鍬蛟	巧雀蹺皎廄鵲灸竅醮峭九究舊俏餃舅撬轎狡誚疚攪韭瞧赳久覺橋教樵鞘救憔悄姣窖玖糾就僥角愀殼喬柩較臼勦咎酒腳繳譙鉸校絞叫僑矯剿翹嚼	蛉蛋蚶蛀蚵蛄蛇蚱蛆
蛉	齡菱櫺玲翎聆昤鴒泠苓凌陵綾鈴靈羚零伶	領拎令另嶺	檸痳霖嚀麟鱗您獰凝林鄰燐淋寧磷擰轔遴臨琳璘	擰吝佞懍躪藺凜濘賃	蚯蛋蚶蛀蚵蛄蛇蚱蛆
術	束數庶樹倏戍恕述墅漱豎疏署曙	叔橾塾菽淑贖黍屬書輸熟殊數鼠藷樞梳暑孰蜀薯抒疏署蔬舒	塑肅粟訴素蓿簌宿速縮嗉溯夙	俗蘇囌酥甦穌	
袞	輥鯀滾	棍	礦共獷倥汞廾梱鞏孔捆恐綑廣拱	礦共倥曠琨工錕狂蚣硿睏況躬筐框功釭弓龔控公壙攻誑宮焜紅崆眶昆恭空劻匡髡逛肱困洸胱貢坤供光崑	袒袖被袈袋袍
袈	嘉痂茄夾加豭葭傢佳家迦	架假夏鉀頰稼甲挾駕價浹賈莢戛夾嫁胛	蝦瞎	狎暇俠轄嚇霞斜夏柙挾峽恰匣洽下卡狹黠遐廈呷瑕	袒袖被袋袍袞
被	劈披貝鋇倍匹背丕霹焙輩壞狽備臂邶鈹憊悖紕批孛蓓	陂譬盃北仳疲揹卑背否沘僻杯癖琵俾啤闢鼙脾媲匹皮碑痞埤辟枇陴鈹屁罷紕毗悲疋裨			袒袖袈袋袍袞
袒	毯坦	曇覃炭痰潭罈彈歎碳嘆譚貪坍談探灘攤檀癱壇	撢膽疸	簞誕丹淡蛋石憚彈但啖啗氮旦擔耽單澹	袖被袈袋袍袞
袖	溴宿嗅臭秀鏽繡岫	脩宿朽休修咻羞	教救酵窖就效廄笑肖孝柩醮究嘯較舊臼舅咎轎疚校叫傚覺	囂啾皎哮消嬌揪簫鳩灸蕉九逍澆餃跤狡篠鮫硝銷膠攪韭赳蛟久蕭宵教梟姣驕玖糾削僥焦詨霄驍角椒交嘐礁較勦酒郊腳曉繳小鉸絞瀟矯剿學嚼	袒被袈袋袍袞
袍	炮咆庖刨匏	泡皰炮拋砲跑	裒	剖	袒袖被袈袋袞
袋	迨大貸黛怠逮岱待玳帶殆代戴	逮待歹呆	泰汰態太	薹颱苔抬檯跆胎台臺	袒袖被袈袍袞
覓	汨秘祕冪密糸蜜謐泌	靡謎敉彌瀰弭麋瞇米咪糜迷			規
規	閨龜珪圭瑰鮭皈傀歸	鬼桂鱖癸軌跪詭晷櫃貴	窺盔虧	匱睽喟魁傀奎愧夔葵餽揆簣逵潰	覓
訪	倣舫仿彷紡	放防妨芳坊肪枋房方	很狠粉	吭棻痕航氛吩分汾恨份芬墳糞焚奮行沆杭桁紛忿憤	訝訟設訛訥訢訣許
訝	氬軋亞	啞衙涯鴨呀壓鴉雅亞蚜丫押煆芽牙疋			訟設訪訛訥訢訣許
訣	鴃掘鱖抉決獗譎蹶劂腳倔玨角攫爵孓崛觼覺蕨厥絕嚼噱	倔蹶嗟	瘸穴學	穴雪薛靴確雀闕恪怯削卻缺闋鵲殼榷血噱	訝訟設訪訛訥訢許
訥	納那鈉吶娜捺	那拿哪	蠟剌臘辣落	喇拉剌邋啦	訝訟設訪訛訢訣許
許	唬煦琥咻栩虎	鬍鵠蝴蓄斛惚鬚呼楛沍續狐噓墟恤洫葫囫扈須乎訏頊忽虛瓠壺敘絮戲徐戶需滬勗護序互胥畜胡湖酗婿吁卹弧戌瑚緒糊旭	莒咀舉俯釜府腑撫腐斧頫莆輔甫父脯沮齟矩	氟縛匐颶馥覆附桔巨膚疽鈇複夫劇倨蝠紼屨距扶俱狙芾幅紱袱賻懼傅瞿付拂涪橘蛆跼赴車彿服拘局賦沮拒居芙俘訃苣炬富具鉅遽聚掬侷據阜孚弗輻福浮腹伏符菔副復踞敷怫婦孵趺駒咐父麩菊句鋸足負鞠伕駙	訝訟設訪訛訥訢訣
設	麝攝捨赦拾社射歙涉葉	舌捨奢什甚賒蛇捨	澀穡瑟嗇圾色塞		訝訟訪訛訥訢訣許
訟	誦宋頌送	嵩松悚鬆慫崧聳淞忪	舜瞬潠順	飧吮損榫筍盾蓀孫	訝設訪訛訥訢訣許
訛	額俄蛾哦娥峨鵝蚵	詻愕鱷遏俄軛啞噩惡呃鍔顎婀餓扼阿鄂厄堊萼			訝訟設訪訥訢訣許
訢	欣薪鋅辛心新馨芯莘昕	信尋釁芯	涇粳馨精筋漿鑲廂韁巾莖興津惺鄉疆斤星經香今驚江睛矜襄薑更襟觔兢晶旌僵京金湘鯨禁荊菁浸瓖姜腥猩將箱相	邢竟頸靖彊祥燼降靜刑縉謹橡巷省陘進獎醬醒餉興響幸競噤儘形匠覲倖鄉講象璟槳錦近想項硎逕境景詳勁警行翔徑瑾享型絳性盡井饉晉像痙緊淨嚮僅禁鏡庠蔣憬浸杏敬阱悻姓饗將相向強	訝訟設訪訛訥訣許
豉	拭恃式軾適是柿飾奭氏士使視螫弒市示試仕噬誓筮室勢侍世嗜識逝事釋舐	豕屍匙溼獅虱使拾詩碩失十蝨噓始塒石蝕實食施時提史師濕屍矢什屎射駛	賜祀泗肆兕食飼巳伺嗣似耜寺駟姒俟四	撕司廝絲斯鷥私思嘶死	
豚	囤屯臀飩	褪吞	瞳銅同潼桐峒僮童彤	鈍蹲棟惇東慟冬鼕洞筒墩動懂沌統囤董桶痛恫頓遁燉胴通躉噸凍盾盹敦咚	
販	氾汎犯範飯梵泛范	繙礬番反藩蕃墦樊凡煩翻釩返幡繁帆	憾悍旱頜漢汗頷銲翰撼捍瀚焊	含函和韓榦汗涵蚶罕鼾喊寒酣	貫貪貨責貧
責	則擇寨澤賊債笮嘖窄祭咋	仄摘側怎齋齊翟窄宅	懾謫載轍在哲蜇折再摘摺輒褶	仔遮蔗栽哉赭者載宅浙這著螫宰鷓災	貫貪販貨貧
貫	盥慣觀罐冠鸛灌	館棺琯關觀莞矜倌管官鰥冠綸		寬髖梡款	貪販貨責貧
貨	禍獲豁或壑霍惑擭穫濩	夥伙活豁和火			貫貪販責貧
貪	坍探灘攤癱	曇毯覃炭袒痰潭罈彈歎碳嘆譚談探檀坦壇	簞丹擔耽單	誕淡蛋石憚彈撢但啖膽啗疸氮旦擔澹	貫販貨責貧
貧	頻瀕嬪顰	拼品姘聘牝	枰屏瓶坪評憑萍平馮蘋	娉乒	貫貪販貨責
赧		南楠喃囝難男	攬欖懶覽纜	斕欄襤攔蘭濫纜闌藍籃爛籣嵐瀾婪	赦
赦	麝攝捨拾設社射歙涉葉	舌捨奢什甚賒蛇捨	澀穡瑟嗇圾色塞		赧
趾	芷徵止紙祇只指祉旨咫址	雉秩幟蛭志氏脂值肢執祇峙枝治支制質祗之芝誌姪稚窒植織梔泜痣智緻胝滯汁吱致置痔摭至摯製輊躑躓蜘直擲識知隻炙只職卮殖	仔訾紫滓籽子梓	恣淄漬錙緇貲咨茲字子姿孳資孜輜滋諮齜玆髭自吱	趺
趺	孵麩膚鈇敷伕夫	氟縛匐馥覆附俯複夫頫蝠紼扶甫芾幅紱袱賻傅付拂涪撫斧赴莆彿服脯賦芙俘訃富府腑腐阜孚弗輻福浮腹伏符菔副復釜怫婦輔咐父負駙	惚乎戲呼忽	瓠壺鬍蝴鵠琥許斛唬戶滬沍楛護狐互胡湖囫葫扈虎弧瑚糊	趾
軛	愕詻鱷遏俄啞噩惡呃鍔顎扼鄂餓厄堊萼	額俄蛾哦婀訛娥阿峨鵝蚵			軟
軟	阮蠕				軛
這	浙蔗鷓宅	遮懾謫赭者轍哲蜇折著摘摺輒螫褶	仄側	則擇澤賊責怎笮嘖窄咋	逍透連逢造通逛逝逞速逐途逕逖逗
逍	梟囂哮消削硝銷霄驍簫嘐蕭瀟宵	效笑小嘯校肖傚酵孝學篠曉	教啾修姣驕糾嬌焦詨揪椒交鳩咻羞蕉礁澆跤郊鮫脩膠蛟休	溴朽袖皎廄灸醮九究舊秀餃舅轎狡疚攪韭宿赳嗅久覺教救姣窖糾玖就僥角岫柩較臼勦咎鏽酒腳繳鉸校絞叫臭剿矯繡嚼	透連逢造這通逛逝逞速逐途逕逖逗
通	恫	瞳同銅峒桐僮桶彤痛慟潼筒童統	冬蹲吞鼕墩敦惇東咚	鈍褪囤董棟頓恫遁豚燉胴洞躉屯噸臀凍動懂沌盾盹飩	逍透連逢造這逛逝逞速逐途逕逖逗
逗	豆讀鬥竇痘脰	陡枓斗蚪都抖兜	悼到導套透倒蹈稻盜道	刀濤萄島燾韜桃偷頭檮淘搗禱洮滔逃啕討絛導叨陶掏倒饕投	逍透連逢造這通逛逝逞速逐途逕逖
連	簾聯蓮簾鰱濂奩漣憐鐮廉	鍊戀殮瀲斂練煉鏈楝臉	黏年	念輦碾唸拈廿攆輾撚捻涊	逍透逢造這通逛逝逞速逐途逕逖逗
速	蓿塑簌肅宿縮粟嗉訴溯素夙	俗蘇囌酥甦穌	束數庶樹倏術戍恕述墅漱豎疏署曙	叔橾塾菽淑贖黍屬書輸熟殊數鼠藷樞梳暑孰蜀薯抒疏署蔬舒	逍透連逢造這通逛逝逞逐途逕逖逗
逝	拭恃式軾適是柿飾奭氏士使視螫弒市示試豉仕噬誓筮室勢侍世嗜識事釋舐	豕屍匙溼獅虱使拾詩碩失十蝨噓始塒石蝕實食施時提史師濕屍矢什屎射駛	賜祀泗肆兕食飼巳伺嗣似耜寺駟姒俟四	撕司廝絲斯鷥私思嘶死	逍透連逢造這通逛逞速逐途逕逖逗
逐	軸竹朮築築燭竺躅	主杼苧註柱諸朱茱矚銖囑屬煮鑄住渚助佇蛀藷拄侏硃誅蛛箸貯駐注豬祝珠株	卒足族嗾	詛租祖俎組阻	逍透連逢造這通逛逝逞速途逕逖逗
逕	竟鏡徑靖敬痙競淨勁靜境	莖驚頸涇景井粳睛鯨精警更荊菁憬兢經阱璟晶旌京	信燼芯罄勁縉磬沁進性興盡慶幸晉噤親僅禁儘覲倖浸杏釁悻撳姓近	青邢心馨芯秦情筋刑傾謹噙省陘琴訢巾芹醒興新親津儘莘形覲惺斤星氫頃錦硎昕今清欣鋅矜擎蜻襟擒行觔禽鯖侵瑾檠型晴欽饉金勤緊卿僅禁寢輕薪嶔浸辛尋腥請猩	逍透連逢造這通逛逝逞速逐途逖逗
逞	騁	呈稱乘澄丞懲橙秤瞠成撐誠城程承盛		稱襯諶岑晨塵趁讖涔櫬宸陳娠忱疢琛臣曾瞋辰參沉層沈	逍透連逢造這通逛逝速逐途逕逖逗
造	皂譟噪灶躁燥	澡遭藻鑿早蚤糟棗	胄棹肇罩驟炤縐奏詔冑紂晁召揍宙晝趙照兆咒籀皺櫂	鄹帚軸妯周昭粥著肘找週釗朝沼鄒爪晁陬召舟招走嘲啁州洲	逍透連逢這通逛逝逞速逐途逕逖逗
透		偷頭投	讀鬥脰痘稻悼豆到導套倒蹈竇盜逗道	刀斗濤萄燾蚪島韜桃檮淘搗都禱洮陡滔枓逃兜啕討絛導叨陶倒掏饕抖	逍連逢造這通逛逝逞速逐途逕逖逗
逢	縫馮	瘋峰豐諷奉豐鳳縫楓鋒烽蜂風封俸	桁痕恆汾墳焚衡橫	棻氛吩分恨很份芬狠糞奮紛忿憤亨橫哼粉	逍透連造這通逛逝逞速逐途逕逖逗
逖	涕悌屜剃替銻嚏惕	剔題梯堤蹄踢啼體隄緹提	娣締遞諦帝弟的地棣蒂第	滴低鏑荻迪底的嘀狄敵氐牴砥柢犒翟滌芽邸笛抵詆嫡	逍透連逢造這通逛逝逞速逐途逕逗
逛		獷廣胱洸光	壙礦睏況框曠棍困眶	輥鯀誑琨焜滾錕狂昆梱袞匡劻捆髡綑框筐坤崑	逍透連逢造這通逝逞速逐途逕逖逗
途	徒凸荼余塗酴屠突圖	禿土兔吐菟	髑瀆櫝讀犢黷牘毒獨	杜蠹堵睹篤賭度鍍嘟渡肚都督妒	逍透連逢造這通逛逝逞速逐逕逖逗
部	怖簿鈽步埠不佈布	捕埔不補哺卜			都郭
郭	鍋蟈堝	國槨過猓摑幗果裹		括擴闊廓蛞	都部
都	嘟督兜	髑斗堵蚪豆鍍竇渡肚牘杜瀆蠹陡櫝枓讀睹鬥痘脰犢篤黷賭度抖妒毒逗獨	禿刀滔濤絛叨偷掏韜饕	凸濤萄荼土島燾酴圖徒桃頭檮淘搗屠突盜禱洮兔透塗逃稻菟啕悼討到導陶套余倒蹈途吐投道	郭部
酗	敘恤畜洫絮婿蓄卹頊緒勗續旭序	墟胥吁戌許須徐訏鬚煦需虛咻栩噓	炬苣颶懼具巨踞瞿鉅倨劇遽屨距俱聚據句鋸足拒	莒咀舉桔疽橘蛆跼車駒俱拘狙侷掬菊局鋸沮鞠居齟矩	
野	也冶	噎曄琊鄴葉謁業拽椰頁靨射夜咽爺耶			
釵	拆差	柴儕豺	猜	彩纔才材菜采蔡綵睬裁財採踩	釦釧釣釭釩
釦	佝叩扣寇	口	購雊構告夠媾搆銬靠垢誥遘詬犒	縞糕槁皋高枸考烤杲稿鉤溝勾搞攪篙睪羔狗句拷膏苟	釵釧釣釭釩
釣	掉吊調弔	刁凋叼彫碉鯛貂雕	頫眺覜跳	挑條佻丟調迢蜩窕	釵釦釧釭釩
釧	串	船舛穿傳川喘	爨竄篡		釵釦釣釭釩
釭	共攻工宮紅蚣恭缸躬肱綱功岡供崗弓龔肛扛公槓剛鋼	礦鞏共汞港貢供廾崗槓拱	倥康慷琨焜崆錕根昆空硿糠跟髡坤崑	輥墾鯀倥艮滾袞亢孔睏恐棍控懇伉慷齦亙肯梱空捆綑困啃炕扛抗	釵釦釧釣釩
釩	藩蕃樊墦凡煩礬繁帆	氾繙犯範泛梵番販反汎蕃飯翻范返幡帆	涵函含韓榦汗寒	憾悍旱頜和漢汗頷銲翰撼蚶罕捍鼾瀚喊酣焊	釵釦釧釣釭
閉	弊璧必敝鉍薜嗶痺箄襞避臂斃庇畢愎俾陛碧賁泌鄙蹕篦蔽詖埤辟弼婢祕比壁睥幣裨	彼鄙筆逼匕比沘鼻妣			
陪	裴培賠	珮壞轡配呸佩沛胚			陳陰陶陷陴陵陸陬
陵	齡蛉菱櫺玲翎聆昤鴒泠苓凌綾鈴靈羚零伶	領拎令另嶺	檸痳霖嚀麟鱗您獰凝林鄰燐淋寧磷擰轔遴臨琳璘	擰吝佞懍躪藺凜濘賃	陳陰陶陷陴陪陸陬
陳	宸娠諶晨忱臣塵辰沉沈	讖櫬稱襯疢琛趁瞋	場長萇藏涔嚐誠城程承曾盛徜嘗層呈常岑乘腸裳澄丞懲償橙成嫦	場暢猖倡敞唱秤撐氅騁參稱倀昌鯧倉娼艙瞠滄逞蒼廠悵傖	陰陶陷陴陵陪陸陬
陸	路露鹿麓溜戮僇霤碌氯餾鷺錄六穋祿賂	劉滷柳擄流臚鑪鱸顱鉚爐嚕硫留蘆盧泵琉魯鹵瀏瘤櫓溜遛榴廬虜瀘	尿廖綠律料氯怒燎濾拗慮忸瞭率	鋁繚聊潦扭療膂遼女婁旅奴閭侶暸屢鈕鳥牛履裊嬝弩努寮櫚寥呂撩縷褸妞嘹僚駑燎了驢紐忸瞭	陳陰陶陷陴陵陪陬
陰	湮姻因慇茵氤音殷	夤癮聽胤銀印鄞飲齦尹淫簷寅垠吟縯蔭隱霪引蚓	纓泱罌鶯櫻鴦殃膺央秧鸚嬰應瑛英鷹嚶瓔鞅	鍚瑩佯景郢仰瘍洋映颺怏羊楊徉贏盈應縈樣漾穎恙鞅蠅硬螢煬烊養迎營揚癢熒嬴昜塋暘楹氧瀛影陽	陳陶陷陴陵陪陸陬
陴	陂疲脾皮沘埤枇鈹罷紕琵毗啤鼙裨	劈披譬仳匹否媲丕霹痞僻壞辟鈹癖屁被紕批闢疋			陳陰陶陷陵陪陸陬
陶	洮桃濤萄燾檮淘逃啕	滔討濤絛套掏韜饕	頭投	刀斗蚪島豆偷頭搗竇都盜禱陡枓透讀鬥脰痘稻兜悼到導叨倒蹈抖逗道	陳陰陷陴陵陪陸陬
陷	現僩霰峴腺餡羨憲獻限蜆莧縣線	纖涎顯嫌銑舷銜暹啣鹹秈癬嫻險祆姍閒閑絃鮮鹹仙弦蜆掀先賢蘚	件檻劍健僭見艦漸毽諫濺踐監箭間閒薦腱建鍵餞鑑鑒澗賤薦	箋縑兼姦韉漸殲奸囝艱柬檢簡濺減筧監間肩尖湔剪鹼瞼繭堅菅緘撿揀儉煎	陳陰陶陴陵陪陸陬
陬	鄹鄒啁	揍走驟奏	釗遭周朝昭糟晁召粥舟著招嘲啁週州洲	皂胄澡軸帚妯肇炤縐蚤造棗宙著趙照灶肘鑿找燥棹噪罩藻沼爪詔冑紂晁召晝譟兆咒早籀皺躁櫂	陳陰陶陷陴陵陪陸
雀	愀闋殼鵲確巧榷闕恪怯悄卻	樵鞘俏憔蹺敲撬闕誚瘸缺橇譙鍬瞧殼喬僑竅橋翹峭	九較餃勦姣酒皎狡腳繳僥玖糾倔鉸攪角韭赳絞灸矯剿久	獗毬蹶啾劂嬌廄邱揪鳩訣醮囚蕉鱖究秋舊澆舅跤嗟球轎疚鮫倔膠仇攫蛟覺蕨厥噱蚯教救姣裘驕窖糾就焦詨龜角孓泅交椒求梂柩鴃掘丘抉決譎礁較臼咎腳郊玨酋爵崛校叫觼鞦鰍絕嚼	
雪	穴血削	穴薛靴學血噱削	倔蹶	獗蹶劂角孓訣掘鴃鱖抉決譎嗟腳倔玨崛爵攫觼覺蕨絕厥噱嚼	雩
雩	盂妤隅娛榆愚魚逾禺輿愉褕竽蝓渝覦腴漁臾於諛圩餘余瑜俞予歟萸於虞	瘉澦域瘀宇馭獄峪昱燠雨預迂語紆與煜齬慾噢芋育俞堉鬱豫羽毓裕禦籲嫗敔喻玉欲圉譽禺禹熨嶼癒寓愈諭圄御谷郁淤遇庾聿尉予浴	吾亡誣無毋鼯梧唔巫吳蕪蜈	武汙鵡晤騖巫侮悟塢誤誣務午五烏伍寤戊惡嗚嫵於物勿憮霧屋舞兀圬鎢捂軏污堊	雪
章	獐漳蟑樟彰璋張	脹丈障賬長仗掌幛漲帳杖瘴	禎髒診貞真針楨斟臻贓珍砧臧臢偵榛甄箴	陣枕診鴆縝怎臟葬朕賑疹藏震娠鎮奘振	竟
竟	鏡徑靖敬痙競淨逕勁靜境	莖驚頸涇景井粳睛鯨精警更荊菁憬兢經阱璟晶旌京	信燼芯罄勁縉磬沁進性興盡慶幸晉噤親僅禁儘覲倖浸杏釁悻撳姓近	青邢心馨芯秦情筋刑傾謹噙省陘琴訢巾芹醒興新親津儘莘形覲惺斤星氫頃錦硎昕今清欣鋅矜擎蜻襟擒行觔禽鯖侵瑾檠型晴欽饉金勤緊卿僅禁寢輕薪嶔浸辛尋腥請猩	章
頂	酊鼎	定叮酊仃丁盯錠訂釘	挺梃艇	廷霆婷聽廳蜓汀停亭庭	頃
頃	青傾輕鯖氫請卿蜻清	青慶罄親卿擎蜻情傾輕磬鯖氫晴檠請清	頸驚涇景粳睛矜精警筋襟更觔兢謹侵瑾晶旌欽京巾莖井饉金鯨緊親津僅禁儘寢荊覲菁憬嶔浸斤經阱璟錦今	竟涇頸靖粳燼精秦筋靜縉謹噙沁進琴芹巾莖親津噤競儘覲斤經撳璟近錦逕境今驚景睛矜勁警襟更擒觔禽徑兢侵瑾晶旌欽京井盡金饉晉鯨痙勤緊淨禁僅寢荊鏡菁嶔浸憬敬阱	頂
