一,二仄三左旦丁刁下上於兀士幹不天王且丘本甘石百
夤,演縯多寅名夕爹夥移栘殯侈舛外飧麥宛茗令銘矽汐
奪,痔奮侍等雉時峙恃持集寺特對雞封待蕉舊崔符府傳詩椎進錐雄堆唯惟
奩,嫗嘔嶇樞軀驅區闆操橾櫺痂品歐加架癖茄毆噪甌迦咖伽鷗
嫡,嘀摘滴適鏑謫姣商六妨滾婷嫌姆姍姐如孃交女冥脊姦
嫦,常膛噹擋檔襠鏜鐺瞠償儻尚撐螳讜當掌棠堂銷硝稍梢逍哨峭悄捎消俏
嫩,敕攸收嫉嗽漱橄擻嗷撇撒傲遨喇做邀速悚簌藪
嫗,嘔嶇樞軀奩驅區操橾櫺闆歐品甌鷗嬋毆噪娓妮
嫖,漂標膘鏢瞟縹驃鰾蒜票棕捺淙粽綜噤襟崇賒際察蔡
嫘,縲漯鏍螺騾累絲嗦嗉細潔綑糸縈纂綏絮系綵絹結絨絃繙維絢絀組絆紲
嫣,焉正歪政怔止症征址扯遣武肯芷企証娠姪祉歧妍奸啃逃姚步盡整
孵,卵卯鉚卿柳泖即茆聊卹印叩節唧卻卸劉御鯽刷迎抑仰貿留昂孚
寞,摸漠模膜糢蟆謨卉冪莫墓慕摹暮賁幕寬募厝昔
寧,嚀擰濘檸獰俞亭密恥蜜愉愈恐耆孚孛十惻惆悖勃恫
寡,煩囂碩頓頒頌頊頡頻頤頂頃顆顯頗領預頑頫頜穎項須頰頭頷頹額題類
寥,廖嘐僇膠穋繆謬擢濯曜櫂摺褶耀躍翟習羿瀚翠蓊翼翁翌榻煽遢塌嗡翰
實,慣賁貫賽寶圓賡賞貧簣損匱貝嘖漬債價潰隕遺賸臢鑽
寨,搴塞寒賽騫暴異共烘哄拱洪供巽鬨卉港案基恭廝嘶撕溢隘鎰
寢,寐寤莊蔣浸侵鏘戕狀妝壯夜候葭霞蝦將沒疫芟又暇殿煆瑕遐殼豭假殺
寤,寐寢蔣莊敔鏘衙吾將戕妝壯圄晤梧牆唔悟捂狀
察,蔡際崇祭蒜賒棕淙粽擦鬃綜膘捺宗嫖漂標噤瞟襟鏢
對,封寺村肘吋忖付時峙恃持侍等痔尉射特寸奪尊恙羔姜美守
屢,簍嘍摟樓褸鏤縷螻髏屨婁申坤呻匣伸砷神鑒甲由紳匝
嶄,慚漸斬廝晰淅逝浙薪塹暫鏨斤嘶撕芹蜥昕析近圻聽折沂匠
嶇,嫗嘔樞軀奩驅區操橾櫺闆歐品甌鷗毆噪崛眶叵巖
幛,漳獐障幢樟璋蟑瘴章臆幟暗億憶噫帖境鏡黯霎草音
幣,弊彆瞥氅鱉斃布佈帑敞敝帝簾帛吊廠蔽希撇鈽怖
幕,晞莫墓慕摹暮烯唏募冪稀蔓驀葛蕞昔布萌寞蒂希摸漠模膜鈽怖佈
幗,摑蟈國惑帖幡巾帳帷帕帆幟幅幀幛幔幌幢帽幃域或
幔,慢漫鏝縵鰻饅蔓帽幌曼幟幡幅帕巾幛幢幃帷帖
廓,槨郭墩燉廊敦孰鶉店享鄴惇淳爺嘟榔椰瑯綁螂惦梆挪擲娜哪躑
廖,寥嘐僇膠穋繆謬擢濯曜櫂摺褶耀躍翁翟蓊習羿嗡
弊,彆幣氅瞥鱉斃蔽敞敝廠撇敵散撒肖矢撤澈屑宵疾尚矣藪瘩莽銷短敗梢
彆,弊鱉幣氅瞥斃敞敝廠蔽撇敵散仇撒弩肖矢撤澈削
彰,贛衫形彤杉影彭彩彪彫彥漳樟瘴章幛獐障璋蟑箄草音
徹,撤澈微轍黴往徵徙彷徬銜徘御衍衢徠徜徒從徐待
慇,怒疫芟毀殿穀殼殷般段股役投瘢骰搬鍛槃擊忝忽廄發毅毆澱殺燬設沒
願,願源原慼愁騵您懸白隙怕憑悶悉懇息怎泉忝鳳鉑惶柏珀迫拍泊的伯
態,熊擺襬能罷昆庇屁毗枇批妣沘仳比筧莧覓息見蜆視峴紕
慷,糠康慵勾勺怵憾怡勻棣逮慢惦匍愧悽釣悚怏怯怫忱杓灼忖妁慘懺州劃
慢,漫鏝幔縵鰻蔓饅曼怛憬惺愒惕悍旬曙憫惜懷慷恨甲耆
慣,實貫損圓賁漬嘖潰價債隕遺賸臢鑽賽槓磧積績蹟韻瓚讚惻貝匱賡賞貧
慟,動種腫湩鍾董衝踵重懂筋鋤渤黝拗拋脅觔劻湧勝箄勞勗窈男
慚,漸嶄斬晰淅逝浙撕嘶蜥斤塹廝暫鏨昕析近折沂圻聽薪芹匠
慘,摻滲糝縿參殘怡餞惦勾勺棧錢淺廊賤踐憾箋飴眸殆忪鹹戊盞勻
慵,傭庸慷鄘勾勺怏忱怖巾怵憾怡匍勻殃惦席吊布匝
截,雄惠崔栽哉雖雇專瞿隹椎進錐惟推淮堆唯准載裁霍應膺奮蕉榫維憔睢
撇,廠蔽撒敞敝撤捎擻擋澈挨彆弊敵散撐徹嫩嗷傲遨橄瞰做邀攸銷梢逍悄
摘,滴嫡嘀適鏑謫撲商擠拉拈拄抖抆六掉扯搞掠接抗撤撾攏
摔,蟀率掖搞擁擅掠攘抗撲撤搖掏悴淬挨抖撻撾粹撞碎接攆掉擠拉拄拈拇
撤,澈徹轍撇撒擻挨廠敵蔽遨邀攸敞散敝埃唉俟霰
,漠模膜糢措蟆寞謨描搽擭莫搭墓摹慕暮冪錯惜借幕募昔
摟,嘍樓褸鏤屢簍縷螻髏抽屨婁拽押申坤呻伸砷神拂擻
摺,褶擢濯曜櫂習嘐僇膠穋耀躍繆謬廖寥羿榻煽遢塌嗡翰瀚翟蓊翌翼翁
摑,幗蟈國惑捆域或撼抬拇押畎描感台錮涸個搪拓拈拘抽找扣吁打叮撐播
摧,催攜璀懼崔推擢睢扎攤瞿暹瞧攫隹僱揣雛雌匯
搴,寨塞寒賽騫拱暴異共烘洪哄供巽鬨卉撕港基恭廝溢嘶隘鎰
摭,遮拚蔗擴抬找挨庶摻撫械戒弁撼渡鍍拭誡搏踱獷壙曠礦搪捕拔鷓庠度
摻,慘滲糝縿參殘拚抬摭餞擴挨找棧錢淺廊賤踐箋
敲,鄗高槁犒搞稿鎬蒿嵩篙縞膏豪喬亭僑嬌橋婷濠壕嚎停占寇亳
斡,榦幹翰乾廾朝戟韓斬斗斜枓抖蝌擒噙於魁斛料蚪科僕潮嘲廟
旗,於旖族旋旌旎旅施放其方箕期棋淇祺欺琪倣仿嗾淤鏃瘀菸簇簸
旖,族於旗旋旌旎旅施放漪倣方倚仿嗾淤邀鏃瘀菸簇
暢,暘陽楊煬腸揚場鍚颺瘍申袒坤呻伸砷神傷紳殤湯隄得觴怛坦但豕婁
暨,既概慨溉疸簪查僭潛晝蠶袒怛坦但三靼晅瘍竺旦晶暘
暝,瞑螟冥暉暖曖明暗暈晾曝皎鵬六晶萌昱冒暘暍腸腥晴肥景勗昌曩
榜,膀滂傍鎊磅徬螃謗旁楞枋肪愣方妨坊仿攏嚨朧龐寵房芳籠
搾,搾窄柞榕潸硿腔控崆倥挖窖邃乍戶痲窮窗麻竅竊
榕,熔溶鎔蓉容棺檳欲卻搾棕梡檸腳裕浴峪俗谷枯
槁,稿搞鎬犒縞蒿嵩篙橋僑嬌矯高轎驕膏婷檀濠壕嚎停杭樸槌
榮,熒塋犖勞瑩縈螢營鶯嶸菜綵癆采撈嘮採棠睬炎肖踩炯
槓,貢潰遺槓匱簣漬嘖債磧積貴績蹟損價隕瓚項釭肛江扛
構,遘溝搆媾購講耕苒稱鉼胼迸拼姘併屏阱並冉井
榛,臻樁棒秦湊揍輳痿舂奏矮捧俸痢禾稟菌蘇楔播秋秈和私揪番泰春香委
榷,確椎鶴柄杵枚內肚榫樵栓鈉林杜吶榆檯稚樸梢桂雜柵柿柱相枕枉傭樸
榻,遢塌蹋煽嗡翰翁瀚蓊櫂曜羿翟翌習摺濯擢褶翠翼
榫,樵椎稚雜憔鐫進錐淮推惟堆唯隹準崔瞧礁睢碓雉雊雅雄帷准離杵截奮
榴,遛溜餾瘤留柳貿卯鉚泖籀茆聊劉霤柞搾櫛杉柚卿
槐,愧塊傀鬼蒐瑰魄魏魂柞柏材機幾醜餽才麼魁魅株柝板析戍刃魔魘
槍,傖滄搶愴嗆鎗蒼瘡艙倉梅檜檢榆栓稔飧創食飾餘飭伶
榭,謝射麝樹杉彬樽村待咐附彩特狩等符樅駙桁私撙傳耨褥遵時持恃峙侍
槌,鎚追杭糙枋樸槁檀橾簞椒核柱枓稿攘孃壤嚷權鑲樞襄曩
榦,斡幹乾翰廾韓朝戟休咻茶斬潮嘲廟輪輸聆保付漸慚咐嶄宿符府
槃,盤磐般瘢搬疫芟殷段股投朵毀殿穀殼役慇亢篷骰毅毆殺設鍛杭
榣,遙搖瑤謠淘掏啕陶萄缶缽缺缸棚罈杵罌佗相鷂罐桐罄
歉,兼欽欺歟嫌廉歎欲炊坎吹撳嶔歌縑賺軟畝砍欣玖次葵疚
歌,砍磴吹矽磊欲證歐石碓欽炊玖坎次砭碌確款欺硝畝砧砝破砠砟砂研欣
氳,氤氧氣氦氯氬氟氖氮氨蘊氫氛瘟溫慍媼塭愾醞
漳,樟獐幛障璋蟑瘴涪章潼泣潭暗億憶噫臆境鏡黯草音
演,縯夤寅濱滇汁渲淙淒沽沬沂沛江渚潸溶瀆漸淅浙士鏨
滾,滴六漓澴涪涼濬流沆濟泣注沾汴汶淑袞冥漳滂潼澶淳液淬濠濾瀘嫡姣
漓,璃魑濠涼沆澶淳液淬禽擒噙流滾滂濬涪瀘滴濟泣沾注汴汶漣溯淑
滴,摘嫡嘀適鏑謫滾商濟沾泣注汶汴六漓潸淑滷淦涉溢滂濠濬涼涪瀘流沆
漩,游淤旋遊嗾倣鏃枋肪妨坊仿房芳防瘀菸簇旁訪紡舫彷滂礎疋方
漾,樣泳永儀糕膳蟻曦繕議犧鱔對詠窯羨漠滿漕溝溘港湔滋濩涔瀟泛泠灌
漠,摸模膜糢蟆寞謨滿濩瀟莫滋湔濛灌墓暮摹慕冪
漬,嘖債磧積績蹟潰清責遺槓損匱簣賸慣睛價隕晴情倩瓚臢鑽圓賁
漏,瘺雨霄雯霑霖霍雪霽渥霎雲霜霪孀櫺零霆震霉霓霏雩霞霰霹靈
漂,嫖標膘鏢瞟縹驃鰾淙蒜潭票棕捺粽噤襟崇綜賒際察蔡
漢,灘嘆攤癱歎艱難滿瀟洪洋懣湛淇沖漠漕港湔濛濩滌溯庚
滿,瞞蹣席瀟滯懣漠瑛鈽湔濛怖佈漢巾蒂英滋棉啼錦濩灌蓆希
滯,滿鈽怖佈棉瞞啼錦帶希綿締飾蹄蹣怏忱砸巾蒂常席布
漆,膝沐渣淋黍湘淞黏沫決淅樑椎杵枚漱榫溧潘嗓渡澡樵深淨浮浴栓洽汽
漱,嗽簌瀨掀嫩喇羨撳速悚欣柩獺懶蠍辣澄束久嶔嵌崁茨
漸,慚嶄淅浙斬潮晰逝沂撕嘶瀚蜥斤塹暫廝鏨析昕近折圻聽薪芹匠
漲,張長脹悵倀萇泓帳瀰賬浸沒溺溉涎湛沍汐汛潛湧渥污刁
漣,鏈鰱蓮轟渾連運暉揮褲暈葷琿攆車軋輝庫軍軸軟軏軒陣軌載輩輦
漕,嘈槽遭糟濃澧曹曲撙儂樽噥遵膿漠澗禮穠蹲體蛐
漫,慢鏝幔縵鰻蔓饅曼瀑涅湯渴濕汨混澗濁澴澤曙瀆
漯,縲嫘鏍螺騾潔累嗦嗉絲細濰綑糸縈纂系綵絹綏線渭結絨絃繙維絢絆絀
澈,撤徹轍撇撒激廠敵蔽遨邀攸散敞敝挨埃唉流俟霰
漪,旖河逖逛畸犄椅錡崎倚寄奇誑狹汀湊琦可嶽荻
滬,淚扈浥僱褊遍捩唳偏砟祚炸柞昨咋妒吧作笮窄邑
漁,鯊嚕櫓魚魯鱉鱟淡鰍潟鯧瀾鰓鮪鮭鯉渙鯨鯖鯛沒鰭鰥魷鮑鮫汛汐鱷泓
滲,摻慘糝縿淺參殘治渡餞浚滅減棧錢洲廊賤踐滋箋
滌,篠條濮附攸褓脩咻滄渝淪海洽泠汽袱倏咐灘漢淮休仲除悠茶
滷,鹵鹹鹼澶濟注泣沾汴汶淺滴涉滲潼滋濾流漣淑濺鹽
熔,榕溶鎔蓉容欲卻腳裕浴峪俗谷豁慾穴綰綜綻駝鴕縮谿繽烤壑
熙,巳叵炎毯圯照煦巽疢巷炙傑灰癌局包啖峭炮祀咄乩叱加
煽,榻遢塌嗡翰蹋瀚蓊翁扇羿摺濯擢褶櫂曜翟習翌翼
熊,態擺襬能罷昆庇屁毗枇沘批妣仳比筧莧覓見蜆焜視紕峴鑣
熄,媳息溴嗅臢鑽虎少燜焜燻瓚燠侃沉讚炸炒臭煌琥烽唬烙兄鼻贊忌
熒,榮塋犖縈勞瑩螢營鶯嶸痰癆炙炎撈嘮燃淡啖炯
爾,璽彌邇瀰燃甭盃肖不盡勞撈嘮銷然敞硝儘梢癆敝逍燼消捎悄峭屑宵哨
犒,搞槁稿鎬縞篙蒿嵩僑嬌橋矯轎驕高掠攘牯牛看
犖,熒榮塋鶯勞營瑩縈螢牽眸嶸犛癆牛撈嘮牢牟牲牡件
獄,嶽誑辯罰藹誧誠詠誡試靄訣訕討計訃詼訟訛謎謝訓誦誣誚詳話誅詢詬
獐,漳幛障璋樟蟑瘴章暗笠億憶噫臆境猖鏡黯狡草音
瑤,榣遙搖謠琿琛玥璦淘掏啕陶萄珊玨缶瑁現斑班
瑣,鎖頊玨瓚珊玥瑁斑班瑰璞理現玷珀玩玟玫玖琛瓔王
瑪,碼媽嗎螞馮篤闖罵駑駕馬驚騖駐駟駛駒馳馱駢馭玨駁
瑰,塊珀珠玨璣班王槐愧傀玥珞斑琍瑭魂魄琅球理現醜玷玻珊玟玫玖瓚珮
瑭,塘班搪糖醣琅球玨唐瑯瑰玷玥斑王瑾璞理珠珊珀玩玟玫玖琯琉瑚琺玳
甄,瓶甌瓷瓦甕甍煙湮鋰酩西曬迺哂酉酥酣酗醣醜酒配酌酊夥醋裡互夕爹
疑,擬癡凝礙丸汍爹執比飧夭夕匕痛多雄釩峨祆矽沃妖牝汐汎此舛弘外叱
瘧,據噱遽廬蘆墟噓璩疸些虛虐琥擄唬濾瀘爐臚鑪
瘍,暘煬腸楊揚場鍚暢陽疸颺豕傷查殤豚逐觴暮晝豢痕疤春旦奭刀湯袒昭
瘋,嵐楓颯諷飄風疫颱颳颶颺颼咒冗亢疼肌處芟凰珮佩幾殿跺躲殼凱殺殷
瘉,偷榆褕逾渝愉喻癒瑜蝓輸諭愈痊俞疙瘡崙疹倫
瘓,煥渙換喚奐湧勇踴癆希痍疚爻懈邂觼奧痛厭夷友九澳懊噢燠瓊襖
盡,燼儘盃侖蠱盔蓋盞瘟篇盧藍盆籃貴蜢蝙褊襤闔盅皿冊磕溘溫溢慍遍隘
監,藍籃濫檻襤鑑尷盍艦盅扁忍盞盟盔盛益盈盃盂孟鹽蓋皿冊溘嗑柵姍
瞄,瞞矇目算描瞳錨睏睬瞌貓睽睛睦睜瞎瞑瞟瞠瞪瞧眸眩瞼眨矚睡睢眼眇
睽,瞪揆葵闋癸嶝澄燈橙眨瞻瞄睛睬瞧磴瞼證蹬睢盯目瞿
睿,濬璿啻旁帝敵龍離獻真蒂籬同滇慎填啼鎮些三闐龐寵籠貞且膀膈榜瞋
睡,捶陲唾錘綞箠垂睥郵睨眇盯睫睹睢瞋眼盹盼瞄眨目
磁,滋磺磊慈孳磋礫茲碾磴碘碰碟磚硫磯砝研矽石
碟,諜喋蝶牒葉礫磊砲碾磋石磁碳碣硿磕磚硫磴礁磺砥礦碘碰硃研洩泵
碧,磊珀磬巖磐磨皇拓司篁答言筒石瑰煌遑湟惶泵凰閤歌銅碉硼碓蝗硝減
碳,磊硫砰磋硿礁砌石碟碾碗滅磺磴砥礦礫硝砠砲訕砂研斫禁禦票祭祟炭
碩,頜頡頭煩頓頊頌頑頻頷頤項頃顆頂額顯頒頫頰須題願顛顥顫囂
碣,謁暍竭羯褐遏渴揭愒葛曷磊藹碟碾磴礁礫歌碓砍石靄
禎,楨幀偵貞祉祖祀視祥祕祐祝祚祆祁社禳祺祿神祠祈祇禍締貝
福,逼蝠幅輻富禍擋噹禪檔祗襠鐺祠禧禮紜禱禳祐神祝祖祉祈祀社
禍,過渦媧堝鍋蝸萵窩祖福視猾滑禧禪禳祠祝祐社祀
種,腫湩鍾踵慟董衝重動懂秩稚稞秘秣科稍租秤秋秈和私程秒禾番
稱,稠稻穩租構程禾遘稿溝搆媾稈稀穗穡穢秒稚稍秧秋秈和私番香委
窪,涯窒空穹窯窖窮窕窈竊窠窄突簾究窩窟窘崖竇澆捱
窩,鍋萵過渦媧堝窘窖禍蝸潸窯窟空穹簾竄竇窠窒窄突究窪竊猾滑
竭,暍遏葛碣羯褐渴揭愒喝謁意曷音暗章億憶噫噶臆竟
端,湍揣惴喘瑞踹耑而耍耐靖立音妾竭竣站顓颯意童章竟
管,菅棺倌綰琯官館耜刮舌活括恬箇聒甜篙笞簞箸箄箠宮闊古千舔蛞舐狩
箕,簸棋淇祺琪其麒期旗欺簧箠箝竺芸甚具甘戡湛堪俱
箋,笞麼棧錢淺盞賤踐殘鬼餞參筏茲鄉篾蒐乏戍刃滲槐摻慘颱愧塊傀朗殆
筵,涎誕延庭梃挺霆艇廷篷隻雙冬反蜓怪奴處簸各疼皮及又腱毽鈑隆馭鍵
算,篡纂省眉瞄苜瞞筧看冒箱自目楣湄媚相矇眷臬盲首洎咱
箝,甘籀疳某鉗墟噓柑坩籍箕箠虛笙生牛煤媒甜嵌簸挈簧垂搓酣描捶蚶措
箔,泊湟泉白篁啪簿腺楷鉑揩偕柏迫拍怕伯笆皋皆皇帛皂凰線魄諧階粕舶
箏,猙錚淨掙崢睜爭靜諍筋籐筒算篡纂榮等菜受筧奧臬菔竹自血凸脹朋向
箸,著暑屠奢署褚楮渚堵睹諸者緒嘟豬賭煮赭都藷薯曙儲
箇,錮涸個固古楛苦居舌鈷胡牯枯沽姑咕估罟葫毋湖故
箄,痺裨脾婢埤啤俾碑睥陴卑鼙顰牌箠衫杉彩彥形彤
粹,碎淬悴誶醉瘁萃翠料粒糙卒傘敉米粽精糕糢糟糝糧粉粕粗籽糊
粽,棕綜淙崇蒜鬃標噤捺襟察漂嫖膘縹鏢鰾賒際瞟驃蔡宗
精,晴清情倩睛靖猜鯖蜻菁請積青漬嘖債糊磧績米
綻,緹綜錠繽縮綰靛縲絨絲縯絃緒縝糸綺綵綸綏絹締緯緝緩縉縞結給提堤
綰,棺倌琯綻綜館縮繽管菅縲絨絲絹結緒縯糸綺綿綵綏締緯緝縞絡給絃紹
綜,縹綻粽棕淙繽縮綰縲崇絲蒜絨縯鬃紜緒縝糸綺綵綸嫖緯緝緩緹經絹綏
綽,絲絞紡紋絃絢棹統細掉悼縲縴織糸維緒緙絆絀組紲繡紗純紐納紂紀紆
綾,稜陵凌菱絳絡終縲結絲稷繞續級線傻絃紹紛繒繙紇後纏縫糸
綠,祿絲錄緣碌糾縲氯組細紐紆糸維緘緬綞縝絢絰絆紼絀紲縷縯紋純級納
緊,腎堅賢豎絲紊繫紫絮繁累紮索素系羅喲縲濰蘊辮
綴,啜輟桑縲絲綺絡絳絃終級紐綻綰綜綾綿綵綸緇綬綏絹緯緝編線緩緹締
網,綱惘魍綢輞綵綏絲綬縲組緩絹絃糸綑細紲紋納糾縴罔緲
綱,網綢綵綬綏鋼絲緩組絹縲緲糸綑絀細紲納純紀崗
綺,畸椅錡崎騎倚琦犄寄縲絲絹結給繚糸綻綰綜綵綸綏緯緝緩緹絡絨絳縞
綢,綱網綵綬綏週惆啁凋絲緩蜩稠碉組絹結縲鯛糸
綿,線棉錦締縲幫編繙絲綵絹綏絳絡終總紙繳糸帛
綵,綏綬緩絹縲絲組綱綢網綑糸結絨絃繃繙細納紂紆緲
綸,給倫淪掄繪紇論輪崙縲維絲納綵絹綏編縊糸綻綜綺綿綬締緯緩緹結絨
維,絲納濰細紐縲糸羅絢絰絆絀組紲繡紗紋純紂約紆紀糾綸結給紇繪
緒,絲褚縝絢楮縯細渚堵紋縮縲糸綽維緙睹諸絞絆絀組紲紱純紐納紗繡紀
緇,繅錙淄縲絲輜繙經細糾綏絃獵臘邋蠟綑糸綵絹腦結絨惱縴縵繒繪纏續
綬,綵緩綏綱綢絹縲授絲網繃組糸締線結絨絃纓細納緲
罰,藹靄獄罩訓辯罹罟罪羅羈置買眾誌誡誚詳詰詼詢談課諂誰誹謂註詠詁
翠,翌翼翟習羿瘁萃遢翁榻碎醉塌淬濯擢悴櫂曜蓊廖寥粹煽摺嘐膠誶嗡僇
翡,扇翳栩翔翮翻翅翩翱翎翹羽斐悲裴輩靠羿遢翟翌習蓊翕翼翁煽榻摺塌
翟,羿翌習濯擢櫂曜翠翼耀躍廖寥翁遢榻嘐膠塌僇
聞,弭闖門閑間閒悶問茸閃閂聶闢閨閘閔閏開閎閉闐耳洱
聚,驟眾鄹醫樅傘匯縱蹤慫從鏗聳尿卒來巫夾坐滌儉愜淮淬濮俠俎
肇,肄建筆邀健肆腱鍵倣津律放雇聿毽敖竅嗷僱遨敷傲激檄族佈
腐,肉府腑俯瘸付符咐附專寺守內寸駙鈉侍肘村吶忖吋
膀,榜滂傍鎊磅徬螃謗旁肪朧楞愣方枋妨坊仿攏嚨矓龐寵芳房籠
膏,高豪亭亳毫蒿嵩篙喬京槁搞鎬烹亮享亨賞犒稿縞嚎迥
膈,鎘隔鬲脰同胴幅硼融銅桐洞恫峒筒盒臉砠碉壹
膊,溥搏博傅賻縛脯補鋪浦捕埔哺莆圃匍肘將輔甫
腿,褪退艮堰偃銀眼根恨垠臃痕跟臍狠限腋鼴丹朧髓艱很肪齦臆良
膂,肩方肪芳房肓遍枋妨坊仿旁膀邀旅於放防脣瘀菸遊裔乍戶榜滂游傍淤
臧,藏贓宦臣臥臨臟馮凍准冶次冰凋腎堅卸冽冷勻緊豎賢凜凝啣凌羽鑒
臺,薹檯吉喜袁嘉熹啁肚豪高亭售告周碉涓桔捐娟拮圯
與,舉歟譽嶼臼六舀臾身交滾裒滔潟鼠焰舂啗冥興輿商叟兒鉸滴摘嫡嘀舅
舔,添舐舌甜刮恬忝活括聒憩笑僑嬌橋轎蛞祆沃妖闊奏
舞,苑茗侈舛多栘爹夥移宛無麥汐桀夕銘傑矽摯茅名舜令酩麩撫外
艋,艦蜢錳猛舟舵舷船航舢艇艘艙舶舨舫孟褊遍磕瞌隘溘楹嗑濫尷偏檻襤
蓉,熔榕溶鎔容蓿菅欲卻萱莞苧腳谷裕浴峪俗苦蕙荸蘑慾芰芾穴葆葫豁
蒿,嵩篙槁搞鎬犒稿縞高僑嬌橋矯膏轎驕蓄蓑萃豪亭敲鄗婷濠壕嚎停
蓆,蔗席苔英滿蒂莽瞞幕懣戒弁械蹣拚燕庶度萬蕭莆茂荊巾瑛
蓄,畜蓑荒芒玄鉉炫弦蒿萃眩藥蓮絃慈茲慌舷罔蒂菩孳蘆薺蓬茫玆惘
蒙,朦濛檬菜矇葷籐前蔡萵苜仄菔且胴瑩煎菁壹剪蘸同筒巫丙銅塚桐洞恫
蒞,蓓茫蒲萍蕩莎藩范藻位落蔆菠薄倍菸菩僮億泣
蒲,薄浦莆甫溥簿補鋪脯捕埔圃哺匍萍葡牖蒞蕩莎茫范藩藻膊輔搏博傅
蒜,蔡齋崇綜粽漂嫖膘標瞟棕淙捺鏢察賒際噤縹襟驃鰾
蓋,闔溘嗑磕瞌豔藍盍盞籃濫檻襤鑑監尷盡篇瘟盧盆侖溢塭鎰法怯
蒸,拯煎蕉蕪燕薰丞淡茗莎葵菟庶鯊蘸荻薊蘇永葬蔗痰氮苧蘭茅苑蘚廿漾
蓀,遜菰孫孤係縣鯀吼孑系孔蘊孩孜茲懸糸潔孺蔬蔭蕩薊苑蘇蘿紫累素茅
蓓,倍菩蒞葆荷部剖位荏花蒼莓茶僮億焙涪培荼荃苓陪
蒐,鬼槐愧塊傀幾瑰魄魔魘麼魂魏萸茱芹戍刃魁魅醜餽
蒼,瘡傖槍滄搶愴嗆鎗倉艙苓莓茶荼荃養食蓓葆荷創
蓑,蓄蒿萃芒荒蓮菩簑蘆薺蓬裹蒂衰莘芳芷菽迴羶懷壞
蓊,嗡翁遢煽榻塌翰瀚蹋羿廖翼翟翌習摺褶濯擢櫂曜
蜿,碗腕蛇惋婉蟲豌蛄蚣蝴蟲蜢蜷蜈蝓蛉蟀蟑蟒螺蟯蟬蚌蚪蚓
蜜,蟲密蝨蠡螢強蟲搔騷閩蚤蛔蛐蛙蛀蚶蛄蛆蚱蚯蛇蚊蚓蚪蚌蚣虺虻
蜻,蟲晴清情倩精靖睛猜蚌蝴蟲蝠蝸蝓請螟蛤蚣鯖蛆蚯蚶蜩菁
蜢,艋錳蝙猛蟲蠱蚓蟾蛹蟲孟蜿蜻蜈蝶蝸蝓螟蛉蟑蟒蟆蟋螳蚣蟠蠔蛐蚶蛆
蜥,晰淅蟲蚓蟲蜓蜊螂蝌逝浙蚶蛆蚱蚯虹析蝶薪蜘漸慚蝴蝦撕嘶蛾蛻蜆蛙
蜴,錫惕蟲賜踢蠍蟲蝶蝙蝗螟蛇蟑蟋蟆蚣蟠蚱易蜿蜻蜢蜷蜈蜂蝠蝸蝓蛤螃
蜘,蟲蚯蝸蛤蟲蝴踟蚓蛔蛄蚊蝓蛉癡蜓蝦蛟蛙蛐蛞蛀蚶蚵蛆蚱蚪蚌虻蠅蜈
蝕,蟲餽餌餅飼餓飪飩飲飢饉飴餞蝨餃餉飽餚飯餿飾餒餘餵
蜷,捲倦踡圈蟲螳蟲卷蜿蜻蝙蛇蟋螺蚣蟯蚱蚌蜢蜴蜈蜂蝠蝸蝗蝓蝶蛤螃螟
蜩,蟲碉週惆啁凋螟綢稠蛆蝸蟲調蜆蛙蛔蛀蛄蜻蝴
裳,當棠掌嘗常黨尚賞袈堂衣依裟裁肖噹袁製裘裝袋褽襞襲裔膛敞擋檔敝
褂,掛卦街畦桂掛娃哇佳奎鞋蛙閨堯鮭封涯捱崖圭
裴,斐悲輩翡裝靠製裟裘裁裂褽袋袈襞襲依非痱菲扉屝衣腓排啡匪俳
裹,衰果裸棵窠課踝稞逶猓裒襄巢還髁稟痿萎迴困
裸,棵果稞猓裡踝袖髁裹窠課由巢困栗鈾褸迪柚油抽岫妯溧慄梱捆曳申笛
製,掣裂裟裁依裴裘裝袋袈褽襞襲衣裳制裔前箭刖
裨,陴脾婢埤啤俾碑睥牌箄痺卑衫鼙顰衽千衹箠阡仟褫襖
褚,署楮渚堵諸睹箸著暑屠奢緒賭赭豬曙嘟者薯煮
裯,雕彫週惆啁周蜩稠碉凋肚鯛綢巾盅吉調補裡袍帷衽帖圯兒桔拮膨川庸
誦,通訊譎誚誧詳詛訥桶討湧訃訂計俑諂誣誠話誅詢詬詨課誰諛蛹註詠
誌,詩認譆讀誡誥詮談詫試詰詼諜謂訟譙誼諒請諉諂諍詣謀諾謁諳詆詔講
語,唔詰訏誥詻諮詔梧晤捂悟誤諱謀譚譟齬誣評証訶訝訌訐訂
誣,訐訏訂誰評証詛訶訝訥許訌訕計訃誚課諛詳詢詬註詞詁詐訴訣訢記討
認,誌誡試詔訟記詫詩詰詼談諍諜謂謬識詢詞詐討訑訕託計訃
誡,試諾訟謨誌認詩詰詼談諜諮謂諳謀謊譁譜識誧誠詠
誓,譽哲這譬警唁信蜇言訃諒謎逝折諄誶訢訕浙計讓
誤,譟詰娛語誥詼詻蜈詔設誌認誡試詩詣詭詮詫誼諒談諄請諉諂諍詆諱謀
說,訕銳詁詐脫記託悅訃計訟誣誚誧該詳誠話誅詢詬詨課諛誰蛻註詠評詞
