汉字	同音同调	同音异调	近音同调	近音异调	同部首同笔画数
𪟝	畸姬畿其玑羁肌犄饥疠鸡矶乩几唧积箕几奇讥激绩期屐机嵇迹稽迹基跻叽居饥	洎棘疾暨忌祭集脊己骑藉芰剂几记楫瘠觊纪计级极妓冀戢击寄辑寂给蓟及嫉际几唧麂继挤急伋荠吉季圾即稷髻霁技汲吃亟既悸跻籍系岌济鲫戟骥	携曦淅熹悉烯禧嬉犀萋膝行蜥凄稀希妻吸欺溪畦晰兮析熙柒厘栖𫍻谿漆牺戚蟋唏羲嘻凄晞西奚戚蹊七僖	歧琪齐席琦耆棋骑妻惜玺祺洗岂绮细碛弃祁乞系启祇期器媳祈讫枝迄息起夕锡锜歙褶昔气其淇旗愒系汐麒翕戏隙习脐徙畦鳍崎鳃圻杞汽奇岐衹矽企喜稽亟潟泣契系憩席熄砌缉袭檄	募勦勤势
汇	讳惠晦喙蕙烩慧绘秽汇彗贿会卉诲溃	麾恢诙虫茴晖毁堕灰挥毁贿虺辉悔回会徽回蛔诲			
嗟	阶揭皆偕结街接	捷芥拮獗蹶桔劂节桀疥诫藉颉诀劫鳜栉讦羯倔竭攫觉借蕨杰厥介届噱截诘杰角孓孑碣姊掘𫛞抉决谲解脚戒玨睫爵界崛撷觼结洁姐绝嚼	缺薛歇靴蝎切阙些噱	蟹携切斜邪雀懈妾燮窃楔鹊颉绁胁穴雪邂屉泄屑阙恪瘸亵谢阕茄协确惬骇挟削伽谐鞋壳泄血榭解写怯械卸且泻却契偕撷挈榷学锲勰	嗓嗑呜嗜嗡嗣呛嗤嗥啬嗦嗅嗨嗉吗嗯
嗨	咳亥骇氦害	咳还亥骇氦害海孩骸			嗓嗑呜嗟嗜嗡嗣呛嗤嗥啬嗦嗅嗉吗嗯
嗓		桑丧	赏晌哂上审婶沈沈	砷信渗申殇肾呻伸汤身沁伤参绅慎裳甚尚莘觞上娠深蜃森脤商神	嗑呜嗟嗜嗡嗣呛嗤嗥啬嗦嗅嗨嗉吗嗯
嗦	梭娑缩莎唆蓑蓑	锁所琐索	说	数硕勺铄蟀朔烁帅率妁	嗓嗑呜嗟嗜嗡嗣呛嗤嗥啬嗅嗨嗉吗嗯
吗	蚂码玛嘛嬷妈马蟆	蚂码痲么玛嘛麻嬷妈骂马蟆			嗓嗑呜嗟嗜嗡嗣呛嗤嗥啬嗦嗅嗨嗉嗯
嗜	拭恃式轼适是柿饰奭氏士使视螫弑市示试豉仕噬誓筮室势侍世识逝事释舐	豕尸匙湿狮虱使拾诗硕失十虱嘘始埘石蚀实食施时提史师湿尸矢什屎射驶	赐祀泗肆兕食饲巳伺嗣似耜寺驷姒俟四	撕司厮丝斯鸶私思嘶死	嗓嗑呜嗟嗡嗣呛嗤嗥啬嗦嗅嗨嗉吗嗯
啬	涩穑瑟圾色塞		麝摄舍赦拾设社射歙涉叶	舌舍奢什甚赊蛇舍	嗓嗑呜嗟嗜嗡嗣呛嗤嗥嗦嗅嗨嗉吗嗯
嗑	课盖盍克荷貉禾髁曷盒阂褐合合河郃翮和溘恪客纥阖核可劾喀缂克刻何涸	轲吓诃稞渴荷咳壳柯蚵瞌鹤贺呵和喝坷棵暍磕赫可科窠郝刻苛颗蝌	铬各个个	郃哥歌咯格戈骼疙个镉蛤搁割胳革隔阁膈合鬲葛鸽	嗓呜嗟嗜嗡嗣呛嗤嗥啬嗦嗅嗨嗉吗嗯
嗣	赐祀泗兕肆食饲巳伺似耜寺驷姒俟四	撕司厮丝斯鸶私思嘶死	拭恃式轼适是饰柿奭氏士使视螫弑市示试豉仕噬誓筮室势侍世嗜识逝事释舐	豕尸匙湿狮虱使拾诗硕失十虱嘘始埘石蚀实食施时提史师湿尸矢什屎射驶	嗓嗑呜嗟嗜嗡呛嗤嗥啬嗦嗅嗨嗉吗嗯
嗤	蚩痴魑痴笞吃吃	赤炽翅褫啻尺耻呎踟侈匙敕叱栘齿弛持驰斥池饬迟墀	疵雌差	辞赐此疵次祠雌词伺茨厕瓷刺慈磁	嗓嗑呜嗟嗜嗡嗣呛嗥啬嗦嗅嗨嗉吗嗯
嗯	恩		腌肮	盎昂	嗓嗑呜嗟嗜嗡嗣呛嗤嗥啬嗦嗅嗨嗉吗
呜	屋污诬乌圬钨恶污于巫	武鹉晤骛巫侮吾悟坞亡误诬务无吴午五毋伍寤戊恶鼯妩唔物勿怃雾舞兀钨捂𫐄梧芜蜈垩	淤迂瘀纡	瘉滪妤域娱宇驭狱逾昱峪燠褕蝓竽雨雩渝觎预渔语于与煜龉噢欲芋育余余俞欤堉郁豫羽虞毓裕盂御隅吁妪榆敔喻愚鱼玉欲圉誉禺熨禹屿舆愈寓愈愉谕圄御谷郁腴遇臾谀庾圩聿尉瑜予萸于浴	嗓嗑嗟嗜嗡嗣呛嗤嗥啬嗦嗅嗨嗉吗嗯
嗡	翁	蓊瓮	鄘拥佣雍慵庸晕氲臃邕瘟温壅塭	员佣涌刎佣耘文甬蛹用愠芸韵永雯纹紊筠昀晕酝纭问俑云稳恿拥踊玟勇孕闻臃吻熨陨咏涌云泳运蚊抆蕴汶允匀壅免	嗓嗑呜嗟嗜嗣呛嗤嗥啬嗦嗅嗨嗉吗嗯
嗅	溴袖宿臭秀锈绣岫	修宿朽休修咻羞	教救酵窖就效厩笑肖孝柩醮究啸较旧臼舅咎轿疚校叫傚觉	嚣啾皎哮消娇揪箫鸠灸蕉九逍浇饺跤狡筿鲛硝销胶搅韭赳蛟久萧宵教枭姣骄玖纠削侥焦詨霄骁角椒交嘐礁较勦酒郊脚晓缴小铰绞潇矫剿学嚼	嗓嗑呜嗟嗜嗡嗣呛嗤嗥啬嗦嗨嗉吗嗯
呛	鎗枪将锵抢腔羌	鎗墙枪彊锵腔羌蔷戕𫄶樯将抢强	江彊烬矜姜降劲筋襟缙觔浆侵沁进绛缰酱钦僵巾尽金晋噤津亲仅禁尽匠觐疆浸斤嵚揿姜将近强今	彊烬降秦筋缙浆谨噙沁进琴缰奖酱芹巾亲噤津尽匠疆觐斤讲揿桨近锦今江矜姜劲襟擒禽觔侵瑾绛僵钦尽馑金晋紧勤禁仅寝嵚浸蒋姜将强	嗓嗑呜嗟嗜嗡嗣嗤嗥啬嗦嗅嗨嗉吗嗯
嗥	貉毫濠蚵壕豪鹤蚝嚎号	皓昊浩蒿镐郝颢鄗好号涸耗	篌芣猴侯喉	厚吼后堠否鲎逅缶候后	嗓嗑呜嗟嗜嗡嗣呛嗤啬嗦嗅嗨嗉吗嗯
嗉	蓿塑簌肃宿缩速粟诉溯素夙	俗苏苏酥苏稣	束数庶树倏术戍恕述墅漱竖疏署曙	叔橾塾菽淑赎黍属书输熟殊数鼠𫉄枢梳暑孰蜀薯抒疏署蔬舒	嗓嗑呜嗟嗜嗡嗣呛嗤嗥啬嗦嗅嗨吗嗯
园	缘媛源员原辕圆援𫘪猿湲元爰袁沅垣	宛院苑媛愿渊愿冤鸳鸢怨远	玩丸完汍顽	惋弯湾莞碗蜿腕挽万宛玩挽晚皖绾豌剜娩婉	圆
圆	缘媛源员原辕园援𫘪猿湲元爰袁沅垣	宛院苑媛愿渊愿冤鸳鸢怨远	玩丸完汍顽	惋弯湾莞碗蜿腕挽万宛玩挽晚皖绾豌剜娩婉	园
塞	涩腮赛鳃穑瑟啬圾色	腮鳃赛	摄麝舍赦筛晒涉叶杀拾设社射歙晒	舌舍奢甚骰筛晒蛇赊杀什晒舍	坞塑埘塔涂填塘茔冢块塌塭
塑	蓿簌肃宿缩速粟嗉诉溯素夙	俗苏苏酥苏稣	束数庶树倏术戍恕述墅漱竖疏署曙	叔橾塾菽淑赎黍属书输熟殊数鼠𫉄枢梳暑孰蜀薯抒疏署蔬舒	坞埘塔涂填塘茔冢块塌塭塞
塘	糖瑭糖搪堂膛棠唐镗螳	烫汤躺趟帑倘淌傥镗		党儅当铛挡谠裆当荡荡档	坞塑埘塔涂填茔冢块塌塭塞
涂	徒凸荼余酴屠突图途	秃土兔吐菟	髑渎椟读犊黩牍毒独	杜蠹堵睹笃赌度镀嘟渡肚都督妒	坞塑埘塔填塘茔冢块塌塭塞
冢	踵肿冢种	盅仲忠众钟衷终忪湩中钟重种	偬准总准撙	肫粽纵圳鬃樽俊棕屯谆踪尊综遵宗从	坞塑埘塔涂填塘茔块塌塭塞
塔		他牠漯它獭遢遝榻她踏蹋塌跶挞	打	瘩答搭大达鞑褡靼怛跶	坞塑埘涂填塘茔冢块塌塭塞
填	甜畋恬田阗	腼腆舔添忝天		奠甸店颠点碘典靛玷佃惦滇电钿淀殿垫巅癫	坞塑埘塔涂塘茔冢块塌塭塞
塌	他牠漯它獭遢遝榻她踏蹋挞跶	他塔牠漯它獭遢遝榻她踏蹋挞跶	瘩答搭大褡跶	瘩答搭大打达褡鞑靼怛跶	坞塑埘塔涂填塘茔冢块塭塞
塭	瘟温	雯玟纹紊蚊抆刎汶文闻问吻稳免	拥鄘佣翁雍慵庸晕氲嗡汪臃邕尢壅	员佣蓊涌佣耘惘甬蛹网用愠芸忘韵望永筠瓮昀妄晕酝纭俑枉云恿往拥踊魍勇亡王孕臃熨罔陨咏涌云泳运旺蕴允匀辋壅	坞塑埘塔涂填塘茔冢块塌塞
块	筷刽桧会脍侩快		怪	拐乖拐	坞塑埘塔涂填塘茔冢塌塭塞
坞	戊晤恶寤骛物勿悟雾兀误务𫐄钨垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈	裕瘉滪御域吁妪驭喻狱玉欲誉禺熨峪昱燠愈寓愈谕御谷郁预语遇与煜欲芋育聿尉俞堉郁豫浴毓	妤娱瘀宇逾褕竽蝓雨雩渝觎迂渔于语纡与噢龉余余俞欤羽虞盂隅榆敔愚鱼圉禺禹屿舆愉圄淤腴臾谀庾圩瑜予萸于	塑埘塔涂填塘茔冢块塌塭塞
埘	拾石硕什蚀十射实食提时	拭豕恃轼是匙湿狮氏虱使视失虱豉嘘仕噬誓筮施室嗜尸逝屎舐式尸适柿饰奭士诗螫弑市示试始势侍世史师湿识矢事驶释		赐泗肆厮鸶饲巳伺嗣撕似耜丝思死四祀司兕私食寺驷斯俟姒嘶	坞塑塔涂填塘茔冢块塌塭塞
茔	莹萦嬴迎营楹赢蝇瀛盈萤荧	缨罂景郢莺樱映膺鹦婴应瑛英鹰嘤璎颖硬影	垠夤吟银鄞龈淫簷寅霪	瘾听胤印饮因尹茵音湮姻阴縯慇氤荫殷隐引蚓	坞塑埘塔涂填塘冢块塌塭塞
奥	澳懊拗傲	鼇凹熬鏖翱嗷遨媪袄聱敖	呕噢	瓯偶欧区鸥藕殴耦呕	
嫁	驾价架贾假稼	嘉假夏钾颊加葭家甲挟迦浃痂贾荚戛袈夹茄豭佳胛家	恰洽下暇吓夏厦	狎暇侠辖霞斜柙挟峡匣洽卡狭虾黠遐呷瞎瑕	嫌媾嫉妈媪媳媲嫂
嫉	棘戢疾击辑寂集脊及藉唧急伋吉圾即楫瘠汲吃亟级极籍岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪迹基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技𪟝稽既悸跻系叽济鲫戟骥饥	歧其淇旗琪齐席琦耆麒棋骑惜习祺脐畦鳍祁崎圻奇岐祇衹期媳祈枝息锡席熄锜袭褶檄昔	携烯嬉膝妻玺洗溪岂绮细碛弃析乞系启器栖讫漆戚迄蟋羲起夕蹊歙气曦淅熹悉愒禧系犀萋汐翕行蜥凄戏稀隙希吸欺徙畦晰兮鳃杞熙汽柒厘矽企喜𫍻谿稽牺亟唏嘻凄晞潟泣西契系憩奚戚砌七缉僖	嫌媾妈媪媳媲嫁嫂
嫌	娴舷衔闲闲弦啣咸涎贤咸弦	僩纤岘馅显限苋铣暹籼癣现险霰腺祆姗羡鲜宪仙献蚬陷掀县先线藓		件剑见缣鞯毽渐囝简笕减肩建碱睑坚饯鉴鉴涧贱捡拣俭煎笺槛健僭兼舰奸歼奸谏艰柬检溅践监箭间闲尖湔荐腱剪键茧菅缄荐	媾嫉妈媪媳媲嫁嫂
媾	购构雊垢遘够诟搆	勾狗句枸钩沟苟	靠诰扣佝告叩扣犒寇铐	缟糕槁皋高考烤杲稿搞搅篙羔睾拷膏口	嫌嫉妈媪媳媲嫁嫂
妈	嬷吗	蚂码痲么玛嘛麻骂吗马蟆			嫌媾嫉媪媳媲嫁嫂
媪	袄	鼇凹鏖奥嗷遨敖澳熬懊翱拗傲聱	偶藕耦呕	瓯欧区鸥殴呕噢	嫌媾嫉妈媳媲嫁嫂
媳	锡惜席习熄席袭褶檄息昔	携烯嬉膝玺洗溪细析系栖蟋羲夕蹊歙曦淅悉熹禧犀系汐行翕蜥稀戏隙希吸徙晰畦兮鳃熙厘矽喜谿𫍻牺唏晞嘻西潟系奚僖	棘戢疾击辑寂集脊及嫉藉唧急伋吉圾即楫瘠汲吃亟籍级极岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪迹基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技𪟝稽既悸跻系叽济鲫戟骥饥	嫌媾嫉妈媪媲嫁嫂
嫂	扫	艘骚缫扫搔	叟守首薮擞手少嗾	寿受哨绶嗽飕售搜邵馊绍搜稍熟狩芍收烧少兽杓韶瘦召授勺捎梢	嫌媾嫉妈媪媳媲嫁
媲	僻辟譬癖屁辟	劈披陂仳疲否沘坏琵批啤鼙脾匹丕霹皮痞埤枇陴铍被罢纰毗疋裨			嫌媾嫉妈媪媳嫁嫂
嵩	松松崧淞忪	诵宋讼悚颂送怂耸	飧荪孙	舜吮损榫笋盾瞬潠顺	嵯
嵯		磋措错厝蹉挫锉撮搓		戳啜辍绰龊	嵩
幌	谎洸晃恍	韹湟隍磺蝗皇徨荒凰篁晃肓簧璜黄慌煌遑惶	混	荤馄辊珲混昏浑魂婚	
干	淦赣干	干竿甘疳柑尴感干杆橄坩敢杆秆肝赶	看瞰勘	侃戡坎看槛勘砍刊堪崁	
廉	帘联莲帘鲢濂奁连涟怜镰	炼恋殓潋敛练炼链楝脸	黏年	念辇碾念拈廿撵辗撚捻涊	厦
厦	下暇吓夏霎煞	狎侠鲨斜霞裟挟峡沙杀傻虾呷瞎暇辖柙煞洽匣狭杉砂莎黠纱遐瑕	萨卅驾价架贾假稼飒嫁	嘉钾颊甲家挟迦撒贾荚袈夹佳胛假夏加葭痂浃洒戛茄豭家	廉
弑	拭恃式轼适是柿饰奭氏士使视螫市示试豉仕噬誓筮室势侍世嗜识逝事释舐	豕尸匙湿狮虱使拾诗硕失十虱嘘始埘石蚀实食施时提史师湿尸矢什屎射驶	赐祀泗肆兕食饲巳伺嗣似耜寺驷姒俟四	撕司厮丝斯鸶私思嘶死	
汇	讳惠晦喙蕙烩慧绘秽彗贿会卉汇诲溃	麾恢诙虫茴晖毁堕灰挥毁贿虺辉悔回会徽回蛔诲			
徬	旁膀螃庞	胖滂乓磅	盆	喷	微
微	危维帷巍韦唯惟闱围潍为桅违薇帏	尾娓魏卫胃蔚痿纬萎威未遗渭为崴味稣煨逶喂伪苇位慰伟洧谓鲔偎褽尉喂畏猥诿委			徬
愚	盂妤隅娱榆鱼逾禺舆愉褕竽蝓雩渝觎腴渔臾于谀圩余余瑜俞予欤萸于虞	瘉滪域瘀宇驭狱峪昱燠雨预迂语纡与煜龉欲噢芋育俞堉郁豫羽毓裕御吁妪敔喻玉欲圉誉禺禹熨屿愈寓愈谕圄御谷郁淤遇庾聿尉予浴	吾亡诬无毋鼯梧唔巫吴芜蜈	武污鹉晤骛巫侮悟坞误诬务午五乌伍寤戊恶呜妩于物勿怃雾屋舞兀圬钨捂𫐄污垩	恺怆忾感爱愧惹愆栗愁慈愍意想愈慌愠慎
意	屹艺肄轶刈谊呓缢逸佾溢劓疫懿镒毅义邑亿液佚役易羿弋裔蜴驿弈帟译翌异益臆亦艾腋曳诣议绎忆掖浥翳奕一抑翼衣	漪尾咦姨椅壹蚁饴旖谊偯迤栘移以彝夷已遗沂宜咿医颐伊噫疑乙怡贻揖𫍙迆蛇矣圯胰仪一衣痍倚依			恺怆忾感爱愚愧惹愆栗愁慈愍想愈慌愠慎
慈	辞疵祠雌茨瓷词磁	赐疵此伺次雌厕刺差	持弛驰池踟匙迟墀栘	赤炽翅褫啻尺耻蚩痴呎侈痴叱敕吃齿斥嗤魑饬笞吃	恺怆忾感爱愚愧惹愆栗愁愍意想愈慌愠慎
感	橄敢秆杆赶	干竿甘疳柑淦干干尴干坩赣杆肝	侃坎槛砍崁	戡看瞰勘刊堪	恺怆忾爱愚愧惹愆栗愁慈愍意想愈慌愠慎
想	饷响享飨	祥像湘详襄向降翔庠乡镶瓖橡巷厢象箱香项向相	觐蒋谨讲馑瑾桨紧锦奖仅尽	信心彊烬芯馨降筋缙浆进缰䜣酱巾新津噤莘尽匠觐疆斤近昕今欣江锌矜姜劲襟觔绛僵尽金晋仅禁浸薪辛寻衅姜将强	恺怆忾感爱愚愧惹愆栗愁慈愍意愈慌愠慎
爱	暧嗳瑷隘艾碍	哀蔼埃挨唉霭矮皑挨哎			恺怆忾感愚愧惹愆栗愁慈愍意想愈慌愠慎
惹	若	热			恺怆忾感爱愚愧愆栗愁慈愍意想愈慌愠慎
愁	酬稠俦仇畴绸踌筹裯鯈惆	溴抽臭丑丑	潮嘈巢朝槽嘲漕曹晁	草凑辏勦钞剿糙吵炒操超抄	恺怆忾感爱愚愧惹愆栗慈愍意想愈慌愠慎
愈	裕瘉滪御域吁妪驭喻狱玉欲誉禺熨峪昱燠愈寓谕御谷郁预语遇与煜欲芋育聿尉俞堉郁豫浴毓	妤娱瘀宇逾褕竽蝓雨雩渝觎迂渔于语纡与噢龉余余俞欤羽虞盂隅榆敔愚鱼圉禺禹屿舆愉圄淤腴臾谀庾圩瑜予萸于	戊晤恶寤骛物勿悟坞雾兀误务钨𫐄垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈	恺怆忾感爱愚愧惹愆栗愁慈愍意想慌愠慎
慎	肾蜃渗甚沁脤	哂砷信审甚沈申莘伸呻娠深身婶绅参神沈	胜上乘賸尚圣盛丧剩	桑赏渑僧殇胜升汤省伤笙甥丧升嗓晌生裳升觞上绳牲森商声	恺怆忾感爱愚愧惹愆栗愁慈愍意想愈慌愠
慌	肓荒	韹湟隍磺谎蝗皇徨凰篁晃恍幌洸簧璜黄煌遑惶	荤昏婚	馄辊珲混浑魂	恺怆忾感爱愚愧惹愆栗愁慈愍意想愈愠慎
栗	栗俪丽砾砺唳痢历雳力立溧莅疠坜戾历琍吏笠粒例利厉钋荔𪲔俐郦隶蛎励沥鬲莉	礼喱澧醴丽犁哩鲤牦貍篱黎娌璃浬厘离理骊逦李锂梨狸里罹里漓蠡蜊俚	暱泥睨腻溺匿逆	妮尼泥霓呢你拟倪怩妳旎	恺怆忾感爱愚愧惹愆愁慈愍意想愈慌愠慎
愠	韵员孕熨运晕酝蕴	纭耘云允匀筠陨云昀晕氲芸	望紊旺瓮妄抆佣汶文闻王问用免忘	拥往踊佣雍翁魍玟蓊涌勇刎嗡文亡惘闻蛹甬王臃瘟网吻罔温咏涌尢塭鄘泳雯永慵纹蚊庸汪邕俑枉辋稳壅恿	恺怆忾感爱愚愧惹愆栗愁慈愍意想愈慌慎
忾	咳愒慨	恺开剀楷揩凯慨岂	盖丐溉钙概	垓改赅该	恺怆感爱愚愧惹愆栗愁慈愍意想愈慌愠慎
怆	创闯	创疮撞闯床抢窗囱幢	寸吋	淳忖鹑醇皴蠢纯唇唇村春存	恺忾感爱愚愧惹愆栗愁慈愍意想愈慌愠慎
愧	匮餽喟篑溃	夔葵窥睽盔亏魁揆傀奎逵	桂鳜跪柜贵	鲑皈规傀鬼闺龟圭癸珪轨诡瑰晷归	恺怆忾感爱愚惹愆栗愁慈愍意想愈慌愠慎
愍	闽渑悯敏抿泯皿闵湣	岷玟民		瞑名螟酩明命茗冥鸣铭暝	恺怆忾感爱愚愧惹愆栗愁慈意想愈慌愠慎
愆	签阡嵌仟纤铅千骞谦牵搴迁千签	干欠前堑纤遣黔歉倩箝虔潜浅钤谴钱钳	笺监间尖肩缣湔兼奸坚鞯渐菅歼奸缄艰溅煎	件槛剑健僭见舰毽渐谏囝检柬简溅减笕践监箭间闲荐腱键剪建碱睑茧饯鉴鉴涧贱捡拣俭荐	恺怆忾感爱愚愧惹栗愁慈愍意想愈慌愠慎
恺	剀楷凯慨岂	开咳揩愒忾慨	改	垓盖赅该丐溉钙概	怆忾感爱愚愧惹愆栗愁慈愍意想愈慌愠慎
戡	看勘刊堪	侃坎看槛瞰勘砍崁	干竿疳坩甘柑尴杆干肝	橄淦干赣敢干感秆杆赶	戢
戢	棘疾击辑寂集脊及嫉藉唧急伋吉圾即楫瘠汲吃亟级极籍岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪迹基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技𪟝稽既悸跻系叽济鲫戟骥饥	歧其淇旗琪齐席琦耆麒棋骑惜习祺脐畦鳍祁崎圻奇岐祇衹期媳祈枝息锡席熄锜袭褶檄昔	携烯嬉膝妻玺洗溪岂绮细碛弃析乞系启器栖讫漆戚迄蟋羲起夕蹊歙气曦淅熹悉愒禧系犀萋汐翕行蜥凄戏稀隙希吸欺徙畦晰兮鳃杞熙汽柒厘矽企喜𫍻谿稽牺亟唏嘻凄晞潟泣西契系憩奚戚砌七缉僖	戡
搓	磋蹉撮	措错嵯厝挫锉撮	戳	啜辍绰龊	搬搭搏损搪搆搽搞搾搜捣摇搔抢
搾	乍栅炸搾诈砟咤蚱咋	扎查闸眨炸喳札扎渣		扎杂咱偺砸匝	搬搭搏损搪搆搽搞搜捣摇搔抢搓
搞	搅缟槁杲稿	诰告篙睾羔糕高皋膏	狗枸拷考烤苟口	购构雊够媾扣搆寇铐枸钩沟靠勾佝垢扣遘叩诟犒句	搬搭搏损搪搆搽搾搜捣摇搔抢搓
搪	糖瑭糖堂塘膛棠唐镗螳	烫汤躺趟帑倘淌傥镗		党儅当铛挡谠裆当荡荡档	搬搭搏损搆搽搞搾搜捣摇搔抢搓
搭	瘩答褡跶	瘩答大打达鞑靼怛	他牠她它塌	遝塔漯榻蹋踏獭遢塌跶挞	搬搏损搪搆搽搞搾搜捣摇搔抢搓
搽	察查擦茶	诧岔喳叉刹插差	喳叉插差	察诧岔查擦茶刹差	搬搭搏损搪搆搞搾搜捣摇搔抢搓
搬	般班斑扳颁瘢	板瓣拌舨扮办阪姅版绊板半伴钣			搭搏损搪搆搽搞搾搜捣摇搔抢搓
搏	荸帛卜驳伯博檗脖勃白钹膊泊舶铂柏渤箔薄	玻拨亳般簸薜播檗菠蘗跛钵剥擘薄			搬搭损搪搆搽搞搾搜捣摇搔抢搓
搜	馊搜飕	叟薮擞嗽嗾	艘骚收缫捎烧搔稍梢	熟守狩寿芍受绶哨少手兽杓瘦韶召授售勺首邵绍扫嫂	搬搭搏损搪搆搽搞搾捣摇搔抢搓
搔	艘骚缫	扫嫂	搜馊搜收捎烧稍飕梢	叟守寿受哨绶嗽嗾售邵绍熟狩芍手少杓兽韶瘦召授首勺薮擞	搬搭搏损搪搆搽搞搾搜捣摇抢搓
损	榫笋	飧荪潠孙	吮悚怂盾耸爽塽	嵩宋松讼孀送松霜崧忪双舜诵颂淞瞬顺	搬搭搏搪搆搽搞搾搜捣摇搔抢搓
抢	鎗枪呛𫄶闯将锵腔羌强	鎗墙怆枪彊疮闯锵腔窗囱羌蔷创呛戕𫄶撞床樯将幢强	江矜姜筋襟忖觔谨浆侵瑾奖缰钦僵巾馑金紧津亲禁仅尽寝觐疆蒋浸斤嵚讲姜蠢桨将锦今	彊烬降秦春筋缙浆谨噙沁进琴缰奖酱芹巾亲噤津尽匠疆觐斤讲醇皴揿纯桨唇近锦今江矜姜劲襟擒禽觔侵瑾绛存僵钦鹑尽吋馑金晋紧勤村禁仅寝淳嵚浸蒋寸姜唇将强	搬搭搏损搪搆搽搞搾搜捣摇搔搓
摇	洮淆崤谣榣瑶侥肴姚遥肴窑尧爻	邀要哟耀夭咬吆鹞杳舀腰乐窈么钥药妖拗曜	铀游邮犹猷疣游尤油鱿由	幼幽黝攸鼬诱悠宥右柚牖祐有侑莠友又酉囿佑优忧釉	搬搭搏损搪搆搽搞搾搜捣搔抢搓
捣	导岛倒祷	悼刀到导叨倒蹈稻盗道	陡讨枓斗蚪抖	涛萄焘韬桃豆偷头梼淘窦都洮滔透读斗脰痘逃兜啕绦陶套掏饕投逗	搬搭搏损搪搆搽搞搾搜摇搔抢搓
搆	购构雊垢遘媾够诟	勾狗句枸钩沟苟	靠诰扣佝告叩扣犒寇铐	缟糕槁皋高考烤杲稿搞搅篙羔睾拷膏口	搬搭搏损搪搽搞搾搜捣摇搔抢搓
敬	竟镜径靖痉竞净迳劲静境	茎惊颈泾景井粳睛鲸精警更荆菁憬兢经阱璟晶旌京	信烬芯罄劲缙磬沁进性兴尽庆幸晋噤亲仅禁尽觐幸浸杏衅悻揿姓近	青邢心馨芯秦情筋刑倾谨噙省陉琴䜣巾芹醒兴新亲津尽莘形觐惺斤星氢顷锦硎昕今清欣锌矜擎蜻襟擒行觔禽鲭侵瑾檠型晴钦馑金勤紧卿仅禁寝轻薪嵚浸辛寻腥请猩	
斟	祯诊贞真针桢臻珍砧侦榛甄箴	震阵娠鸩诊枕缜镇朕赈振疹	睁脏征獐铮正筝狰缯峥赃怔憎漳曾挣增症蟑争樟璋臧蒸征臜丁彰章诤张	拯长证正幛怎脏赠藏障郑涨帧政胀挣证仗帐葬杖整丈账掌症奘瘴	
新	欣薪锌辛心馨芯䜣莘昕	信寻衅芯	泾粳馨精筋浆镶厢缰巾茎兴津惺乡疆斤星经香今惊江睛矜襄姜更襟觔兢晶旌僵京金湘鲸禁荆菁浸瓖姜腥猩将箱相	邢竟颈靖彊祥烬降静刑缙谨橡巷省陉进奖酱醒饷兴响幸竞噤尽形匠觐幸乡讲象璟桨锦近想项硎迳境景详劲警行翔径瑾享型绛性尽井馑晋像痉紧净向仅禁镜庠蒋憬浸杏敬阱悻姓飨将相向强	
暗	庵黯按案岸	谙鞍安氨庵铵俺鹌			暖暇暄旸晖晕暍
晖	堕灰麾挥恢诙辉徽	讳茴虫晦蕙烩毁汇彗虺贿悔回回卉诲溃惠毁喙慧绘秽会蛔汇			暖暇暗暄旸晕暍
暇	狎侠辖吓夏霞斜柙挟峡匣洽下狭黠厦遐呷瑕	狎侠辖吓霞斜夏挟柙峡匣洽下狭虾黠遐厦呷瞎瑕	架假颊稼挟浃价驾贾荚戛夹嫁	嘉架钾颊甲家挟迦价贾荚袈夹嫁佳胛假夏加葭稼痂驾浃戛茄豭家	暖暗暄旸晖晕暍
晕	韵员孕熨运酝愠蕴氲	云韵员运筠昀酝氲蕴纭耘允孕匀熨陨云愠芸	拥佣雍翁佣嗡文闻王臃瘟用温尢塭忘望鄘慵紊旺瓮妄庸抆汶汪问邕壅免	佣雍蓊涌刎佣嗡文惘甬蛹瘟网用温忘鄘望永雯慵纹紊瓮妄邕问俑枉稳恿往拥踊翁玟魍勇亡王闻臃吻罔咏涌尢塭泳蚊旺庸抆汶汪辋壅免	暖暇暗暄旸晖暍
暖	煖		卵	峦乱滦銮鸾孪挛	暇暗暄旸晖晕暍
