#汉字	同音同调	同音异调
一	壹	漪
畸	激绩叽稽居唧机几迹基饥箕奇肌其积鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
痰	弹檀坛昙谈谭潭	贪瘫毯碳叹炭探滩袒坦摊
盏	崭斩展	栈暂毡战占沾站瞻蘸绽颤
盟	朦萌檬蒙	梦锰猛孟
睛	鲸兢惊精经荆茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
睦	幕募木慕暮沐目牧墓穆	亩姥姆母拇模牡
督	都	牍肚渡堵毒杜读睹度镀妒独赌
睹	赌堵肚	牍渡督毒杜都读镀度妒独
睬	采踩彩	菜财材猜才裁
睁	丁正征怔症狰筝挣蒸争	政整郑证拯
矮	蔼	哀碍爱哎埃艾隘挨唉
碎	祟穗岁隧遂	随髓虽
碰		棚膨砰硼鹏捧篷烹朋蓬澎彭
碗	宛娩婉晚挽	玩顽万腕丸豌完惋湾弯
碘	典点	店垫殿甸玷佃淀奠颠电惦
碌	露录鹿氯陆路赂	卢炉卤芦颅鲁庐虏
碉	雕刁叼	钓掉吊调
硼	棚膨鹏篷澎蓬朋彭	捧碰烹砰
碑	悲杯背卑	臂贝被辈焙狈惫北备倍
禁	津金进尽斤劲仅巾今浸近筋晋襟	紧锦谨
万	玩腕惋	顽娩碗宛丸豌完湾婉晚弯挽
禽	勤擒秦琴芹	侵亲钦寝
稚	智挚知致治滞帜质识制至秩置志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
稠	绸畴筹愁仇酬	臭抽丑
禀	饼柄秉屏丙	冰兵病并
窟	枯哭	酷裤库苦
筷	刽会块快
节	竭杰截劫捷结洁	接揭皆阶届街界介姊借解诫戒姐芥
粱	凉量良梁粮	两俩谅晾亮辆
粤	悦越阅耀岳药跃说乐钥月	约
经	鲸兢惊精睛荆茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
绢	倦眷圈卷	鹃捐身
绑	膀榜	傍蚌梆旁谤帮磅棒邦
置	智挚知致治滞帜识稚至制秩质志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
罩	赵召兆照	昭嘲找招爪朝着沼
罪	醉最	嘴堆
署	树黍术鼠薯曙蜀述束暑疏属数竖庶恕墅漱	梳殊枢输叔淑书蔬舒赎熟抒
义	腋邑逸艺肄掖亦意抑溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
群	裙
圣	胜盛剩乘	生牲绳升笙省甥声
聘		频贫濒品拼
肆	食四饲伺似赐寺	死司丝思斯撕嘶私
肄	腋邑逸艺掖亦意抑义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
腰	么夭哟吆要邀妖	侥摇耀药淆舀遥肴谣乐咬钥拗窑姚
肠	场长偿常尝裳	唱昌厂畅倡敞猖
腥	兴星猩	邢行型刑形醒性姓杏幸省
腮	塞	赛
脚	侥矫狡倔绞诀绝掘搅觉决饺角缴剿爵较嚼	交椒轿叫蕉娇胶焦窖礁教校骄浇郊
肿	种	中忠盅衷众重终钟仲
腹	附妇赴傅赋富复咐父负副付	辐浮缚符麸伏拂脯福斧俘袱甫夫敷芙蝠肤抚俯府辅幅服孵扶腐
腺	现馅陷线限献县宪	仙嫌显衔闲弦险掀先纤涎舷癣鲜铣贤咸
脑	恼	挠闹
舅	就臼旧救疚究	九酒久揪鸠韭灸纠玖
艇	挺	听庭蜓廷停亭厅
蒂	的弟递帝第地缔	笛抵嘀低嫡滴底涤敌芽
荤	昏婚	浑魂混
落	蜡烙辣洛酪络腊骆	箩萝锣喇骡裸拉螺罗啦逻
葵	魁	傀窥愧盔溃亏
苇	委伟尾萎纬	为卫薇位喂伪尉维胃未味威违偎遗慰蔚微桅谓围唯危魏巍畏
葫	壶狐胡糊蝴弧湖	许呼沪互戏唬户乎护虎忽
叶	社页咽赦夜射业舍拾涉摄谒设	甚爷舌什奢野蛇椰也冶赊
葬	脏藏	赃
葛	阁合革格隔蛤	搁戈割胳各鸽哥疙个歌
葡	菩仆朴蒲脯	瀑浦谱暴铺圃普扑
董	懂	东冻栋冬洞动
虏	鲁卤	露录卢鹿氯炉陆芦颅路庐赂碌
号	鹤壕浩镐耗好嚎毫豪	蒿
蛹	泳踊拥咏勇永	庸用佣
蜓	庭廷亭停	厅艇听挺
蜈	无芜巫诬亡梧吴	于务伍雾午乌舞勿武五呜污悟屋恶晤误物坞捂侮鹉
蜀	暑黍鼠属薯数署	术曙束书庶恕漱舒熟树梳叔述赎抒疏殊枢输淑竖蔬墅
蛾	额讹鹅俄	噩阿愕饿遏哑鳄恶扼
蜕	睡说退税	谁颓腿推水
蜂	丰疯峰风封枫锋讽	奉凤缝逢冯
衙	牙蚜涯押芽	压鸭鸦轧雅呀讶亚哑
裙	群
补	捕哺卜	埠步不怖部布簿
装	妆庄桩	壮撞状
里	李礼理哩鲤	立吏犁厘黎狸梨砾雳丽痢璃隶沥离粒励厉力荔历莉篱漓例俐利栗
裕	域玉愈尉育誉浴寓欲芋御狱郁与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
解	骇屉屑蟹楔借戒懈械姐芥谢届卸契界介泻诫姊	鞋竭杰截谐劫歇邪洁接阶写协些节挟街携结斜胁揭捷皆血
该		概丐改溉盖钙
详	祥翔降	像想向箱镶巷湘象橡相项乡厢享响香
试	拭势逝室是使柿侍市士世饰适誓氏视恃示式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
诗	狮失施虱师湿尸	拭提匙势室时屎使柿侍驶拾饰誓氏实食恃什示石十式史事射释适嗜硕逝是市士蚀世矢试视识始
夸		垮跨胯
诚	呈成惩程城承乘盛橙澄	称秤撑逞
话	化划画桦华	豁花滑猾哗
诡	鬼轨	傀归跪规瑰龟桂柜闺贵
询	巡寻旬驯循	逊讯训勋迅汛殉
贼	窄择泽则责	怎侧
资	姿滋咨吱	自字紫仔籽子滓
贾	凸钾价架甲鼓滑夏骨驾股古稼嫁假谷	估沽佳辜固荚加挟家雇咕颊顾告姑孤故夹嘉茄
贿	虫诲惠讳汇绘毁悔晦慧会溃秽	恢茴堕回挥辉徽灰蛔
赁	躏认韧纫刃吝任	凛临人忍淋鳞琳邻儿仁林磷
赂	露录鹿氯陆路碌	卢炉卤芦颅鲁庐虏
迹	激绩叽稽居唧机几基饥箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
跟	根
跨	胯	垮夸
路	露录鹿氯陆赂碌	卢炉卤芦颅鲁庐虏
跳		条调挑
跺	踱堕舵惰驮度	躲朵夺多
跪	贵桂柜	傀归规鬼瑰诡龟闺轨
躲	朵	夺踱堕舵惰多跺驮度
较	侥矫狡轿叫绞窖教校搅觉饺角剿脚缴	交椒蕉娇胶焦礁骄浇郊嚼
载	仔宰在再	灾栽
辟	庇毙屁臂毕弊币必僻避泌壁碧璧闭比譬蔽鄙	逼否匹脾霹罢彼坏啤批匕被疲鼻皮劈披笔
农	浓脓	弄
运	晕酝孕蕴韵员	陨允云耘匀
游	尤由犹邮油	佑忧幽悠友又诱有幼优右
道	悼到稻盗倒导蹈	叨刀岛祷捣
遂	祟穗岁隧碎	随髓虽
达	答瘩	大搭打
逼		庇毙臂毕彼匕弊币必避辟泌壁碧璧闭鼻比笔蔽鄙
违	为薇维围唯危微巍桅	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
遇	域裕玉愈尉育誉浴寓欲芋御狱郁与豫预语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
遏	噩愕俄饿恶鳄扼哑	阿额讹鹅蛾
过		锅裹果国郭
遍	片辫便辨辩变骗	偏蝙篇翩扁匾边鞭编贬
逾	予愉于渔娱鱼榆舆隅愚	屿愈浴淤狱与豫遇羽语谷喻域裕雨玉尉育誉寓欲御迂郁预吁芋宇
酬	稠绸畴筹愁仇	臭抽丑
酪	劳烙洛落络骆	箩萝锣骡牢裸姥老螺罗捞唠逻
钳	干潜黔前钱	嵌浅千迁欠牵纤签谴铅谦遣歉
钾	贾甲夏假	佳荚加挟价家茄稼颊嫁夹架嘉驾
铅	嵌千迁牵纤签谦	干浅潜欠黔谴前钱钳遣歉
钩	勾沟句	苟垢购狗构够
铃	凌灵菱玲蛉伶陵龄翎零	岭另领令
铆	柳	刘流榴陆硫留瘤溜泵六琉馏
闸	扎炸	眨诈栅乍喳查渣
隘	碍艾爱	哀蔼挨哎埃矮唉
隔	阁合革格葛蛤	搁戈割胳各哥鸽疙个歌
陨	允	晕酝孕云运蕴韵耘匀员
雷	累擂	垒儡勒泪蕾类
电	店垫殿甸玷淀佃奠惦	颠典点碘
雹	薄	爆褒宝堡饱刨暴苞保豹包抱报胞
零	凌灵菱玲伶蛉铃陵龄翎	岭另领令
靖	径境竞静净劲敬竟镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
靴	薛	削雪学穴血
靶	把	八巴伯罢笆芭疤跋吧叭爸霸扒捌耙拔坝
预	域裕玉愈尉育誉浴寓欲芋御狱郁与豫遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
顽	玩完丸	万腕碗娩宛豌惋湾婉晚弯挽
顿	囤吨盹盾钝	墩蹲敦
颁	班扳搬般斑	拌扮半伴板版绊办瓣
颂	宋诵送讼	耸松
饲	食四伺肆似赐寺	死司丝思斯撕嘶私
饱	宝堡保	爆包刨暴薄雹苞豹褒抱报胞
饰	拭势逝室是使柿侍市士世适誓试氏视恃示式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
驰	匙池迟持弛	翅斥赤吃尺嗤齿耻侈
驮	踱堕舵惰跺度驼鸵	朵拖夺椭躲托唾脱拓多妥
驯	逊巡寻讯旬训询迅汛循殉	勋
鸠	揪纠	就九舅酒久韭灸臼疚救旧究玖
鼎	顶	丁盯钉锭叮定订
鼓	股凸古滑贾骨谷	估沽辜家雇咕告顾姑孤故固
鼠	暑黍属薯数蜀署	术曙束书庶恕漱舒熟树梳叔述赎抒疏殊枢输淑竖蔬墅
侥	矫狡摇绞淆遥肴姚搅较饺角谣剿窑脚缴	轿叫窖咬椒夭药舀胶钥拗娇嚼么蕉哟腰焦教校礁郊交觉耀乐吆要邀骄浇妖
僚	聊撩疗缭辽寥潦燎嘹	了料
仆	菩葡朴蒲脯	瀑浦谱暴铺圃普扑
像	橡相项向乡巷象	想祥箱镶厢详享响湘翔香降
侨	桥瞧憔乔翘	巧窍峭锹跷撬壳俏鹊敲悄雀
兢	鲸经惊精睛荆茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
凳	瞪蹬邓	等登灯
划	豁化画桦话滑猾华哗	花
厌	谚咽淹焰艳奄雁验烟沿堰唁砚宴殷研燕	严炎演颜阎延衍癌盐言眼掩
嘀	笛的嫡涤敌芽	弟抵蒂低递帝滴底第地缔
尝	场长偿常肠裳	唱昌厂畅倡敞猖
嗽		搜
呕	鸥藕欧偶区殴
叹	碳探炭	贪檀毯袒谭坦潭弹瘫痰坛昙谈滩摊
嘉	佳加家夹茄	荚钾挟价架稼甲颊夏嫁贾假驾
图	凸徒涂突屠途	土吐兔秃
尘	沈臣晨沉陈辰忱	趁称衬
境	径竞静净劲敬靖竟镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
墓	幕募木慕暮沐目牧穆睦	亩姥姆母拇模牡
垫	店殿甸玷淀佃奠电惦	颠典点碘
墅	树疏术数述竖庶束署曙恕漱	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
寿	售兽瘦授受	收首守手熟
梦	孟	锰蒙萌猛檬朦盟
夺	多	朵踱堕躲舵惰跺驮度
嫡	笛的嘀涤敌芽	弟抵蒂低递帝滴底第地缔
孵	肤麸敷夫	妇赴辐浮缚腹符伏拂付脯附赋斧福父俘负袱甫芙傅蝠咐抚俯府辅富复幅服扶腐副
寞	默漠磨墨脉末沫莫膜陌茉没	么蘑摩魔抹摸摹模
宁	拧凝狞柠	泞
寡		瓜挂褂卦蜗括刮
寥	聊撩疗缭辽潦燎僚嘹	了料
实	硕提食什时石十蚀拾射	拭匙势室施屎使柿侍驶饰誓狮氏诗恃示式史事释适嗜尸失逝是虱士市世矢试视识始师湿
寨	债祭责	窄斋宅摘齐
寝		勤亲擒秦钦琴禽侵芹
察	茶查	刹岔叉喳差插
对	兑队	堆
屡	侣履旅娄缕铝吕	氯滤律绿虑驴率
崭	斩盏展	栈暂毡战占沾站瞻蘸绽颤
岖	曲圈屈蛆趋躯驱区	漆去取娶趣渠
币	庇毙臂毕弊必避辟泌壁碧璧闭比蔽鄙	逼彼鼻匕笔
幕	募木慕暮沐目牧墓穆睦	亩姥姆母拇模牡
幔	漫蔓曼慢	瞒蛮满馒
廓	扩括阔
弊	庇毙臂毕币必避辟泌壁碧璧闭比蔽鄙	逼彼鼻匕笔
别		瘪鳖
彰	章张樟	丈涨掌长帐胀杖仗账障
彻	撤澈辙	车扯
愿	怨院远	猿源宛原援园元冤鸳圆辕渊缘袁员
态	泰汰太	台抬胎苔
慷	糠康	抗扛炕
慢	漫蔓幔曼	瞒蛮满馒
惯	观冠贯罐灌	馆管官棺关
惭	蚕残	惨参餐灿
惨		惭残餐灿蚕参
截	节杰竭劫捷结洁	接揭皆阶届街界介姊借解诫戒姐芥
摘	斋折哲齐辙	窄宅遮债蔗浙祭这着责寨者
摔	衰	蟀帅甩率
撤	澈辙彻	车扯
摸		默漠磨墨脉么莫沫陌抹魔茉末蘑膜摩寞摹模没
搂	篓	露漏陋楼娄
折	摘辙哲	遮宅浙蔗者
摧	催崔衰	悴翠脆粹
掺	搀	馋单蝉阐产铲缠
敲	跷撬锹	巧桥侨峭瞧憔壳乔俏悄窍翘鹊雀
旗	只鳍枝棋畦奇齐其崎脐祈歧骑期	泣迄戚稽漆妻七气砌契凄企启栖欺柒起器乞弃汽溪岂
畅	唱倡	场长昌偿厂常尝肠裳敞猖
榜	膀绑	傍蚌梆旁谤帮磅棒邦
榕	溶荣绒茸蓉熔容融	冗
荣	溶绒蓉榕熔融容茸	冗
构	够购垢	苟勾沟钩狗句
榛	诊侦珍斟针贞真	阵振枕震疹镇
榴	刘流硫留瘤泵琉	铆陆溜柳六馏
槐	怀徊淮	坏
枪	抢将呛腔	墙强
歉	纤欠	浅千谴前钱钳干嵌迁潜牵黔签铅谦遣
歌	搁戈割胳哥鸽疙	阁合格革隔葛蛤各个
演	眼掩衍	谚咽炎淹焰艳颜奄延雁烟验沿堰癌厌砚唁严阎殷宴研燕盐言
滚		棍
漓	离犁厘黎篱狸梨丽璃	李理隶沥礼励历莉吏立砾雳痢粒厉哩力荔例俐利里鲤栗
滴	低	抵嘀蒂嫡帝芽缔笛的弟递底第涤敌地
漩	炫玄悬旋县	喧宣轩选
漾	样养	阳羊鸯杨扬痒秧殃氧仰央洋
漠	默磨墨脉末沫莫膜陌寞茉没	么蘑摩魔抹摸摹模
漏	露陋	篓搂楼娄
漂	飘票	瓢
汉	旱焊悍翰撼憾捍汗	罕韩喊寒和函涵含酣
满		蛮曼瞒幔慢漫馒蔓
滞	智挚知致治帜质识稚至制秩置志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
漆	戚去栖凄溪娶欺趣柒妻七	泣迄蛆稽畦取驱脐只鳍气奇砌契岖企祈骑曲枝屈启旗起歧区圈器乞棋弃趋躯汽齐其崎岂期渠
漱	树疏术数述竖庶束署曙恕墅	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
渐	践尖建鉴溅歼健荐监坚涧件键兼艰舰奸煎间贱剑肩见箭	柬拣捡茧检简俭剪碱减
涨	丈掌长帐胀杖仗账障	章张彰樟
漫	蛮曼瞒幔慢馒蔓	满
澈	撤辙彻	车扯
漪	揖衣医伊一依壹	夷疑艺肄意抑仪疫异忆翼益奕液毅屹艾已议以倚谊腋邑逸掖椅乙亦义溢遗移役易姨胰宜尾亿译绎蛇蚁矣
沪	户护互	壶许呼狐戏唬乎胡葫虎忽糊蝴弧湖
渔	逾愉娱鱼榆舆隅愚	屿愈浴淤狱豫遇羽语谷喻域裕予雨尉育誉寓欲御迂郁预吁芋宇
渗	肾慎甚	沈伸呻审婶信申绅深参身神
涤	笛的嘀嫡敌芽	弟抵蒂低递帝滴底第地缔
卤	虏鲁	露录卢鹿氯炉陆芦颅路庐赂碌
熔	溶荣绒茸蓉榕容融	冗
熙	悉膝厘畦栖吸携晰析行西牺犀稀嬉希溪蟋	徙习戏息系袭细隙媳喜惜洗昔熄席锡夕
熊	雄	匈凶胸汹兄
熄	习袭息媳昔惜席锡	悉熙厘畦徙戏隙西喜牺希膝栖吸洗携晰析系行夕犀稀溪嬉蟋细
荧	营迎蝇赢萤莹盈	影莺鹦婴英应映缨樱景颖硬鹰
尔	耳饵	二贰而儿
狱	域裕玉愈尉育誉浴寓欲芋御郁与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
琐	锁索所	缩唆嗦梭
玛	码蚂吗马	么蟆麻妈骂
瑰	傀归规龟闺	跪鬼诡桂柜贵轨
疑	夷宜蛇遗仪一移姨胰谊	医艺肄意抑伊疫异漪忆翼衣益奕液毅屹艾依已议以倚腋邑逸掖椅乙亦义溢役易揖尾亿译绎蚁矣壹
疟	虐
疯	丰峰风封枫锋讽蜂	奉凤缝逢冯
痪	唤换幻宦焕涣患	缓环欢还
尽	进劲仅禁浸近晋	津金斤锦紧巾今谨筋襟
监	践尖建鉴溅歼健渐荐坚涧件键兼艰舰奸煎间贱剑肩见箭	柬拣捡茧检简俭剪碱减
瞄	描苗	庙秒妙渺藐
睡	说税蜕	谁水
磁	瓷词雌祠辞慈	厕刺此伺差赐次
碟	跌谍蝶叠	爹
碧	庇毙臂毕弊币必避辟泌壁璧闭比蔽鄙	逼彼鼻匕笔
碳	探叹炭	贪檀毯袒谭坦潭弹瘫痰坛昙谈滩摊
硕	蟀提时蚀拾勺帅实食什石烁十数率射	拭匙势室施屎使柿侍说驶饰誓狮氏诗恃示式史事释适嗜尸失逝是虱士市世矢试视识始师湿
福	芙辐蝠浮幅服缚俘袱符扶伏拂夫	妇赴腹麸付脯附赋斧父负甫敷傅咐肤抚俯府辅富复孵腐副
祸	豁或获货霍惑	活和伙火
种	中肿众重仲	忠盅衷终钟
称	衬趁秤撑	呈诚承逞辰盛橙忱澄城惩沈程成臣晨乘沉尘陈
洼	挖蛙	娃瓦袜
窝	涡	沃握我卧
竭	节杰截劫捷结洁	接揭皆阶届街界介姊借解诫戒姐芥
端		短段缎断锻
管	馆	观惯官棺冠贯罐灌关
箕	激绩叽稽居唧机几迹基饥奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
算	蒜	酸
筝	丁正征怔症狰睁挣蒸争	政整郑证拯
粹	悴翠脆	催崔衰摧
精	鲸兢惊经睛荆茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
绽	栈暂战占站蘸颤	盏沾瞻崭毡斩展
综	棕从宗踪纵	总
绰		戳
绿	氯滤律虑率	侣履屡旅娄驴缕铝吕
紧	尽仅锦谨	津进金斤劲巾禁浸近今筋晋襟
缀	坠赘	锥椎追
网	往枉	旺忘妄王亡望汪
纲	岗扛冈肛缸钢刚	港
绸	稠畴筹愁仇酬	臭抽丑
绵	眠棉	免冕娩勉面缅
维	为薇违围唯危微巍桅	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
绪	叙畜恤酗序絮旭婿蓄续	许徐需虚须吁
罚	阀乏伐法筏	发
翠	悴脆粹	催崔衰摧
闻	免问紊蚊文纹	吻瘟温稳
聚	巨剧距具拒俱惧炬句锯据足	拘鞠蛆沮居车橘驹矩举局菊
腐	斧父抚俯甫府辅脯	妇赴辐浮缚腹符麸伏拂付附赋福俘负袱夫芙敷傅蝠咐肤富复幅服孵扶副
膀	旁榜螃庞绑	傍蚌梆谤胖帮磅棒乓邦
膏	糕羔篙高	稿搅搞告
膊	泊舶渤搏勃白柏伯博卜脖薄驳荸	剥跛簸玻播拨般菠
腿		推退颓蜕
台	苔抬	胎泰太汰态
与	域裕雨屿予玉愈尉育誉浴寓欲芋羽御狱郁豫预遇语吁谷宇喻	逾迂于愉渔榆娱鱼舆隅愚淤
舔		天恬填添甜田
舞	武伍捂侮午鹉五	无于务雾巫诬乌吴勿梧呜污芜悟亡屋恶蜈晤误物坞
蓉	溶荣绒榕熔融容茸	冗
蒿		鹤壕浩镐号耗好嚎毫豪
蓄	叙畜绪恤酗序絮旭婿续	许徐需虚须吁
蒙	萌盟朦檬	梦锰猛孟
蒲	菩仆葡朴脯	瀑浦谱暴铺圃普扑
蒜	算	酸
盖	合概丐核溉荷和钙何河禾盒褐	鹤喝该改吓呵贺赫
蒸	丁正征筝怔症狰睁挣争	政整郑证拯
苍	仓舱沧	藏
蜜	密秘觅泌	咪靡弥米迷谜糜
蜻	氢倾卿顷轻清青	亲庆情擎请晴
蜘	只氏芝枝肢知织支之吱脂汁	址植治致制直窒掷征帜执稚志智挚值止纸趾职至秩置滞殖指识旨质
蚀	硕实提食什时石十拾射	拭匙势室施屎使柿侍驶饰誓狮氏诗恃示式史事释适嗜尸失逝是虱士市世矢试视识始师湿
裳	场长偿常尝肠	唱昌上尚晌厂畅商倡敞汤猖赏伤
褂	卦挂	刮寡瓜蜗括
裹	果	锅国郭过
裸		箩萝锣骡烙洛落酪螺罗逻络骆
制	智挚致治至秩置窒知滞帜识稚质志	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
诵	宋颂送讼	耸松
志	智挚致治制至秩置窒知滞帜识稚质	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
语	域裕雨屿予玉愈尉育誉浴寓欲芋御狱郁与豫预遇羽吁谷宇喻	逾迂于愉渔榆娱鱼舆隅愚淤
诬	蜈吴于无芜巫亡梧乌屋呜污恶	舞务伍勿雾晤误物坞悟捂侮午五鹉武
认	赁韧纫刃任	仁人儿忍
诫	届介界借解戒芥	接节杰竭截揭阶皆街劫捷姊结洁姐
誓	拭势逝室是使柿侍市士世饰适试氏视恃示式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
误	勿务晤雾物坞悟恶	无于伍巫诬午乌吴舞梧武五呜污芜亡屋蜈捂侮鹉
说	悦越阅蜕耀岳药粤跃睡乐税钥月	谁蟀硕帅烁数约率勺水
诲	虫惠讳贿汇绘毁悔晦慧会溃秽	恢茴堕回挥辉徽灰蛔
诱	佑又有幼右	忧幽尤悠犹游由邮友油优
豪	鹤壕号嚎毫	浩镐耗好蒿
貌	贸冒帽茂	毛茅矛锚猫
宾	缤滨彬濒	鬓
赊	奢	社甚舌赦什射舍蛇叶拾涉摄设
赫	鹤荷和喝吓贺	合核盖何河禾呵盒褐
赵	兆罩召照	昭嘲找招爪朝着沼
赶	感敢秆杆橄	干肝竿甘柑
辅	腐斧父抚俯甫府脯	妇赴辐浮缚腹符麸伏拂付附赋福俘负袱夫芙敷傅蝠咐肤富复幅服孵扶副
轻	氢倾卿顷清蜻青	亲庆情擎请晴
挽	宛娩碗婉晚	玩顽万腕丸豌完惋湾弯
辣	落蜡腊	拉喇啦
远	愿院怨	猿源宛原援园冤元鸳圆辕渊缘袁员
逊	讯训驯迅汛殉	巡寻旬勋询循
遣	浅谴	千前钱钳歉干嵌迁欠潜牵纤黔签铅谦
遥	侥摇淆肴谣窑姚	么耀夭哟舀腰药乐咬吆要拗钥邀妖
递	的弟蒂帝第地缔	笛抵嘀低嫡滴底涤敌芽
鄙	庇毙臂毕彼匕弊币必避辟泌壁璧闭比笔蔽碧	逼鼻
酵	效孝肖笑校啸	嚣晓哮削宵小硝箫销萧学消
酸		蒜算
酷	裤库	窟枯苦哭
银	吟淫	印瘾隐引听饮因殷蚓茵音姻阴
铜	彤桐童同瞳	统筒桶痛通
铭	鸣螟明名	命
衔	嫌弦舷涎闲贤咸	仙现馅显掀险陷先腺纤线限铣癣鲜献县宪
铣	险显癣鲜	仙嫌馅衔弦先腺线涎舷闲贤县咸现掀陷纤限献宪
闺	傀归规瑰龟	跪鬼诡桂柜贵轨
闽	敏皿悯	民
阁	合革格隔葛蛤	搁戈割胳各哥鸽疙个歌
阀	乏伐法罚筏	发
合	阁格革核盖荷和何葛蛤河禾盒褐	搁鹤戈割胳各鸽哥吓疙呵贺赫歌
隙	夕细戏系	悉膝熙厘习畦息栖吸惜洗携晰熄析锡席行徙袭媳西喜牺昔犀稀嬉希溪蟋
障	丈涨长帐胀杖仗账	彰掌樟张章
际	纪妓荠祭季记剂系既计鲫继技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
雌	瓷词差祠辞慈磁	厕刺此伺赐次
需	须吁虚	许徐绪叙畜恤酗序絮旭婿蓄续
颇	剖	泊泼朴魄坡破波婆迫
领	岭	凌灵另菱令玲伶蛉铃陵龄翎零
飒	萨	撒洒
台	苔抬	胎泰太汰态
饺	侥较搅狡矫绞角剿脚缴	交椒轿叫觉蕉娇胶焦窖礁教校骄浇郊嚼
饼	柄禀秉屏丙	冰兵病并
饵	耳尔	二贰而儿
驳	泊舶渤搏勃白柏伯博卜薄脖膊荸	剥跛簸玻播拨般菠
肮		昂
魁	葵	傀窥愧盔溃亏
魂	浑混	昏荤婚
鸣	铭螟明名	命
凤	讽奉缝	丰疯峰风封枫锋逢冯蜂
鼻		庇毙臂毕彼匕弊币必避辟泌逼壁碧璧闭比笔蔽鄙
齐	斋枝旗畦摘脐歧只鳍棋奇其崎祈骑期	泣迄戚稽漆寨妻七窄气债砌契凄企启宅栖祭欺起柒器乞弃汽溪责岂
亿	腋邑逸艺肄掖亦意抑义溢疫异役易忆翼衣益奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
仪	夷宜疑蛇遗一移姨胰谊	医艺肄意抑伊疫异漪忆翼衣益奕液毅屹艾依已议以倚腋邑逸掖椅乙亦义溢役易揖尾亿译绎蚁矣壹
僻	辟屁譬	否匹脾霹啤批坏被罢疲皮劈披
僵	将浆姜江疆缰	桨酱蒋强匠讲奖降
